"fish_id","P_SL","P_CAV","P_MDS1","P_DS1","P_MDS1NA","P_MDS2","P_DS2","P_MDS2NA","P_MDS3","P_DS3","P_MDS3NA","P_MDF","P_MAF","P_MCV","P_MAV","P_MPT","P_LPT","P_MPSP","P_PSP.L","P_PSP.R","P_MPSPNA","P_TPG","P_ECT","P_CLE","P_PMX","P_Scale_10mm","C_SL","C_CAV","C_MDS1","C_DS1","C_MDS1NA","C_MDS2","C_DS2","C_MDS2NA","C_MDS3","C_DS3","C_MDS3NA","C_MDF","C_MAF","C_MCV","C_MAV","C_MPT","C_LPT","C_MPSP","C_PSP.L","C_PSP.R","C_MPSPNA","C_TPG","C_ECT","C_CLE","C_PMX","C_Scale_10mm","flag_SL","flag_CAV","flag_MDS1","flag_DS1","flag_MDS1NA","flag_MDS2","flag_DS2","flag_MDS2NA","flag_MDS3","flag_DS3","flag_MDS3NA","flag_MDF","flag_MAF","flag_MCV","flag_MAV","flag_MPT","flag_LPT","flag_MPSP","flag_PSP.L","flag_PSP.R","flag_MPSPNA","flag_TPG","flag_ECT","flag_CLE","flag_PMX","flag_Scale_10mm","keep_SL","keep_CAV","keep_MDS1","keep_DS1","keep_MDS1NA","keep_MDS2","keep_DS2","keep_MDS2NA","keep_MDS3","keep_DS3","keep_MDS3NA","keep_MDF","keep_MAF","keep_MCV","keep_MAV","keep_MPT","keep_LPT","keep_MPSP","keep_PSP.L","keep_PSP.R","keep_MPSPNA","keep_TPG","keep_ECT","keep_CLE","keep_PMX","keep_Scale_10mm"
"V332554_L2299_1",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,400.5197,454.4007,130.5067,698.5814,NA,328.4935,1,260.2153,0,1,378.3385,0,1,141.3648,0,0,0,0,0,5,101.2719,2,464.2155,378.7611,0,NA,NA,NA,NA,694.2334,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332580_L2327_1",NA,NA,1,222.7285,0,1,425.0271,0,1,NA,0,0,0,0,0,0,NA,2,707.3132,NA,0,1165.8696,644.686,662.4568,NA,725.6342,NA,598.5752,0,NA,0,1,398.4972,0,1,242.9815,0,0,0,18,11,6,272.0294,2,538.9174,NA,0,1152.5624,844.6064,810.9057,NA,727.1864,NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332633_L2485_1",NA,411.5616,0,NA,1,1,324.8877,0,1,153.3232,0,7,7,20,0,0,192.0521,2,NA,NA,0,NA,NA,NA,NA,703.3776,NA,NA,0,NA,1,0,NA,1,1,143.6941,0,0,0,0,0,0,NA,2,NA,NA,0,NA,NA,NA,NA,691.8092,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332645_L2497_1",NA,482.098,0,NA,0,0,NA,0,1,126.1428,0,0,0,0,0,5,112.0893,0,NA,NA,0,NA,NA,NA,NA,685.0547,NA,NA,1,55.8032,0,0,NA,0,0,NA,0,0,0,0,14,5,135.0333,0,NA,NA,0,216.541,NA,523.9275,146.1095,696.5235,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332774_L2629_1",NA,299.2408,0,NA,0,0,NA,0,1,105.5462,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,764.9967,NA,292.9325,0,NA,0,0,NA,0,1,111.0856,0,0,0,16,0,0,123.3207,0,NA,NA,0,NA,NA,NA,NA,780.1128,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332837_L2692_1",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,483.6238,543.3415,182.3952,770.6621,NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,123.3288,415.8654,491.1395,165.463,768.2109,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332843_L2698_1",3230.8384,410.5551,0,NA,0,0,NA,0,1,104.9571,0,0,0,15,13,4,112.0089,0,NA,NA,0,NA,563.7606,485.4163,NA,637.3853,3195.0394,393.4524,0,NA,0,0,NA,0,1,53.4135,0,0,7,0,12,4,82.5409,0,NA,NA,0,NA,NA,412.5736,152.9706,648.0278,"FLAG","FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,"FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332844_L2699_1",3504.0205,464.2143,0,NA,0,0,NA,0,1,112.0089,0,7,7,17,12,7,75.9539,0,NA,NA,0,102.6158,NA,470.4551,178.3171,746.7289,NA,451.2724,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,745.8002,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332857_L2712_1",NA,385.4682,0,NA,0,0,NA,0,0,NA,0,0,0,18,0,0,93.4345,0,NA,NA,0,213.3378,460.1847,NA,NA,771.0525,NA,NA,0,NA,0,1,208.5809,0,1,79.2023,0,0,0,0,0,0,118.3765,0,NA,NA,0,270.749,484.8226,NA,NA,774.5812,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332903_L2758_1",NA,NA,0,NA,1,1,483.7355,0,1,114.826,0,9,0,0,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,768.1465,NA,508.2457,0,NA,1,1,459.0773,0,1,191.7081,0,8,8,20,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,752.6805,NA,NA,"FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332926_L2781_1",NA,445.3758,1,299.234,0,1,369,0,1,140.6165,0,0,0,0,0,0,NA,2,NA,NA,0,NA,NA,NA,157.8924,745.4562,NA,405.7624,1,286.3564,0,1,378.3385,0,1,157.0987,0,0,0,0,0,6,169.4344,2,359.8944,438.4199,0,683.1252,516.8288,432.0046,NA,736.3912,NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V332974_L2829_1",NA,NA,1,409.3702,0,1,490.306,0,1,NA,0,0,0,0,0,5,136.5284,2,516.31,585.9693,0,862.6842,604.3707,585.8191,244.2294,664.1084,NA,NA,1,312.8786,0,1,501.0808,0,1,NA,0,0,0,0,13,5,203.2265,2,NA,532.6922,0,776.7278,NA,NA,131.727,672.1674,NA,NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V333028_L2883_1",NA,731.6113,1,435.4124,0,1,504.9673,0,1,213.9533,0,7,0,0,0,0,NA,2,416.173,NA,0,NA,NA,NA,NA,679.0228,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,1141.9089,NA,NA,NA,693.4155,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V333030_L2885_1",NA,423.2957,0,NA,0,0,NA,0,1,117.6138,0,0,0,0,0,0,NA,0,NA,NA,0,126.1428,NA,NA,NA,708.0254,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,551.4209,NA,NA,702.8072,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V333053_L2908_1",4028.4786,NA,0,NA,0,0,NA,0,0,NA,1,0,0,16,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,708.5535,NA,455.2792,0,NA,0,0,NA,0,1,119.4738,0,0,0,0,0,0,139.5887,0,NA,NA,0,172.363,444.2938,627.4878,NA,699.5213,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V333065_L2920_1",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,387.2209,351.141,128.8255,727.9128,NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,40.4969,372.5802,500.3998,NA,708.5563,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V333074_L2929_1",NA,NA,0,NA,0,0,NA,0,1,69.3397,0,0,0,0,13,5,160.798,0,NA,NA,0,151.2217,449.7555,395.9899,95.0368,724.7979,NA,402.8686,0,NA,0,0,NA,1,1,113.2254,0,0,0,19,0,0,106.9205,0,NA,NA,0,NA,NA,NA,NA,713.5741,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V333102_L2958_1",NA,541.2435,0,NA,0,0,NA,1,1,134.4656,0,9,8,17,0,0,NA,0,NA,NA,0,185.1513,NA,NA,NA,704.2592,NA,650.0081,0,NA,0,0,NA,0,1,127.3499,0,0,10,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,718.7113,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V333176_L3034_1",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,271.6616,588.0077,613.2487,165.9518,711.6832,NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,208.0625,605.1529,631.7476,157.035,708.8956,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V333199_L3058_1",NA,494.6813,0,NA,0,0,NA,0,1,100.8464,0,9,10,0,0,0,117.1537,0,NA,NA,0,185.4427,NA,NA,NA,713.8992,NA,525.8213,0,NA,0,0,NA,0,1,101.8676,0,10,0,0,0,5,132.0341,0,NA,NA,0,186,517.0542,586.7282,NA,714.8629,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG","FLAG",NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V333410_L3252_1",3900.2051,522.1596,0,NA,0,0,NA,0,1,82.4621,0,8,0,16,12,6,104.69,0,NA,NA,0,NA,NA,NA,193.0389,746.3618,NA,NA,0,NA,0,0,NA,0,1,94.1488,0,9,0,0,0,6,88.0909,0,NA,NA,0,160.4494,448.4462,492.0163,164.4384,739.0589,NA,NA,"FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,NA,"FLAG",NA,NA,NA,"FLAG","FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V334376_L4200_1",NA,612.3323,0,NA,0,1,354.7393,0,1,177.6739,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,760.6313,NA,596.1366,0,NA,0,0,NA,0,1,156.8184,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,739.5134,NA,"FLAG","FLAG",NA,"FLAG","FLAG",NA,"FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG","FLAG",NA,"FLAG",NA,NA,"FLAG",NA,NA,NA,NA,"FLAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
