"fish_id","C_MDS1","P_MDS1","NA_MDS1","C_MDS2","P_MDS2","NA_MDS2","C_MDS3","P_MDS3","NA_MDS3","C_MPSP","P_MPSP","NA_MPSP","C_MDS1NA","P_MDS1NA","NA_MDS1NA","C_MDS2NA","P_MDS2NA","NA_MDS2NA","C_MDS3NA","P_MDS3NA","NA_MDS3NA","C_MPSPNA","P_MPSPNA","NA_MPSPNA","C_MDF","P_MDF","NA_MDF","C_MAF","P_MAF","NA_MAF","C_MCV","P_MCV","NA_MCV","C_MAV","P_MAV","NA_MAV","C_MPT","P_MPT","NA_MPT","C_SL","P_SL","NA_SL","C_CAV","P_CAV","NA_CAV","C_DS1","P_DS1","NA_DS1","C_DS2","P_DS2","NA_DS2","C_DS3","P_DS3","NA_DS3","C_LPT","P_LPT","NA_LPT","C_PSP.L","P_PSP.L","NA_PSP.L","C_PSP.R","P_PSP.R","NA_PSP.R","C_TPG","P_TPG","NA_TPG","C_ECT","P_ECT","NA_ECT","C_CLE","P_CLE","NA_CLE","C_PMX","P_PMX","NA_PMX","C_Scale_10mm","P_Scale_10mm","NA_Scale_10mm","C_row_count","P_row_count","NA_row_count","flag_SL","flag_CAV","flag_DS1","flag_DS2","flag_DS3","flag_LPT","flag_PSP.L","flag_PSP.R","flag_TPG","flag_ECT","flag_CLE","flag_PMX","total_flags","flagged_measurements"
"V331697_L1421_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,17,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,534.5336,NA,NA,NA,NA,NA,255.2646,NA,NA,133.7946,NA,NA,NA,NA,NA,NA,NA,NA,300.3748,NA,NA,707.8538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697.0918,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331698_L1423_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,10,NA,NA,18,NA,NA,13,NA,NA,5,NA,NA,4211.9012,NA,NA,537.761,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,149.9333,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,696.7381,NA,NA,606.5905,NA,NA,NA,NA,NA,682.0117,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331699_L1424_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,549.0474,NA,NA,0,NA,NA,0,NA,NA,139.5564,NA,NA,114.2366,NA,NA,0,NA,NA,0,NA,NA,174.9286,NA,NA,392.3124,NA,NA,331.9307,NA,NA,NA,NA,NA,708.4194,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331700_L1426_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,318.1981,NA,NA,151.0761,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,567.5077,NA,NA,431.8541,NA,NA,100.1299,NA,NA,684.4867,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331702_L1428_1",NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,412.9929,NA,NA,186.3867,NA,NA,223.3943,NA,NA,158.433,NA,NA,186.5074,NA,NA,NA,NA,NA,NA,NA,NA,606.1188,NA,NA,469.2771,NA,NA,381.708,NA,NA,NA,NA,NA,684.5327,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331703_L1429_1",NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,9,NA,NA,17,NA,NA,11,NA,NA,5,NA,NA,3087.3077,NA,NA,384.7713,NA,NA,143.1223,NA,NA,306.9104,NA,NA,117.3456,NA,NA,159.9312,NA,NA,360.7243,NA,NA,318.6926,NA,NA,567.1984,NA,NA,327.1238,NA,NA,363.8296,NA,NA,134.4656,NA,NA,694.9194,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331704_L1430_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,13,NA,NA,5,NA,NA,NA,NA,NA,530.0789,NA,NA,0,NA,NA,234.094,NA,NA,123.5476,NA,NA,152.3155,NA,NA,0,NA,NA,0,NA,NA,652.3067,NA,NA,637.8087,NA,NA,437.6117,NA,NA,145.6022,NA,NA,688.1046,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331705_L1431_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,8,NA,NA,16,NA,NA,10,NA,NA,6,NA,NA,4656.3368,NA,NA,562.3349,NA,NA,0,NA,NA,279.4852,NA,NA,164,NA,NA,185.5586,NA,NA,0,NA,NA,0,NA,NA,243.5077,NA,NA,651.1528,NA,NA,444.0721,NA,NA,230.8246,NA,NA,682.6419,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331706_L1432_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,8,NA,NA,18,NA,NA,14,NA,NA,5,NA,NA,3713.3963,NA,NA,463.7531,NA,NA,0,NA,NA,237.7562,NA,NA,75.8947,NA,NA,110.6345,NA,NA,289.7723,NA,NA,NA,NA,NA,502.4102,NA,NA,499.1513,NA,NA,427.5699,NA,NA,101.9804,NA,NA,680.7525,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331707_L1433_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,9,NA,NA,0,NA,NA,10,NA,NA,5,NA,NA,NA,NA,NA,548.3968,NA,NA,0,NA,NA,332.2168,NA,NA,152.0526,NA,NA,150.3064,NA,NA,0,NA,NA,0,NA,NA,180.8867,NA,NA,658.4588,NA,NA,520.999,NA,NA,NA,NA,NA,683.3915,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331708_L1434_1",NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,8,NA,NA,16,NA,NA,0,NA,NA,4,NA,NA,3065.3262,NA,NA,416.6762,NA,NA,225.3198,NA,NA,294.2448,NA,NA,117.0385,NA,NA,108.0417,NA,NA,252.6064,NA,NA,NA,NA,NA,446.5871,NA,NA,445.9821,NA,NA,310.1048,NA,NA,118.3765,NA,NA,688.0015,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331709_L1435_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.3702,NA,NA,670.6713,NA,NA,457.1214,NA,NA,398.9687,NA,NA,NA,NA,NA,693.8617,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331710_L1436_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,8,NA,NA,16,NA,NA,13,NA,NA,0,NA,NA,3542.483,NA,NA,434.5444,NA,NA,0,NA,NA,165.1091,NA,NA,79.712,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,652.7672,NA,NA,535.6491,NA,NA,NA,NA,NA,691.9603,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331711_L1437_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,622.9806,NA,NA,0,NA,NA,0,NA,NA,160.1,NA,NA,148.9463,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.5374,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331712_L1438_1",0,0,NA,0,0,NA,1,0,NA,2,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,17,0,NA,0,0,NA,0,0,NA,NA,NA,NA,463.1705,NA,NA,0,0,NA,0,0,NA,124.0202,0,NA,141.8908,NA,NA,287.2647,0,NA,273,0,NA,NA,NA,NA,NA,471.3767,NA,NA,384.0052,NA,NA,86.764,NA,687.5304,702.9225,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V331713_L1439_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,11,NA,NA,9,NA,NA,18,NA,NA,0,NA,NA,6,NA,NA,3333.1094,NA,NA,391.5577,NA,NA,0,NA,NA,0,NA,NA,115.2562,NA,NA,90.1998,NA,NA,237.9286,NA,NA,251.8035,NA,NA,534.8168,NA,NA,465.9667,NA,NA,390.2422,NA,NA,177.6851,NA,NA,688.5376,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331714_L1440_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,17,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,462.0676,NA,NA,0,NA,NA,0,NA,NA,136.8211,NA,NA,166.3731,NA,NA,0,NA,NA,0,NA,NA,198.0707,NA,NA,NA,NA,NA,NA,NA,NA,158.7955,NA,NA,692.1849,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331715_L1441_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,6,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4080.5196,NA,NA,481.3587,NA,NA,0,NA,NA,0,NA,NA,112.0714,NA,NA,112,NA,NA,0,NA,NA,0,NA,NA,192.2082,NA,NA,514.2451,NA,NA,NA,NA,NA,111.2115,NA,NA,686.6265,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331716_L1442_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,489.4211,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,157.8354,NA,NA,0,NA,NA,0,NA,NA,169.3074,NA,NA,396.7266,NA,NA,384.948,NA,NA,NA,NA,NA,673.3179,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331717_L1443_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12,NA,NA,5,NA,NA,NA,NA,NA,332.5031,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,99.5389,NA,NA,191.0497,NA,NA,0,NA,NA,352.142,NA,NA,316.4617,NA,NA,280.4924,NA,NA,106,NA,NA,694.1994,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331720_L1446_1",NA,1,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,10,NA,NA,18,NA,NA,11,NA,NA,5,NA,NA,3031.3675,NA,NA,406.8981,NA,NA,214.2008,NA,NA,301.2275,NA,NA,134.8332,NA,NA,127.1377,NA,NA,NA,NA,NA,NA,NA,NA,476.7358,NA,NA,385.6955,NA,NA,313.7403,NA,NA,65.521,NA,NA,706.4347,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331721_L1447_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,13,NA,NA,4,NA,NA,NA,NA,NA,338.9434,NA,NA,0,NA,NA,0,NA,NA,89.4427,NA,NA,130,NA,NA,178.404,NA,NA,225.7432,NA,NA,458.1441,NA,NA,433.5205,NA,NA,390.0564,NA,NA,123.0447,NA,NA,689.2808,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331722_L1448_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,11,NA,NA,8,NA,NA,17,NA,NA,12,NA,NA,4,NA,NA,4088.2368,NA,NA,480.5239,NA,NA,0,NA,NA,245.1775,NA,NA,128.0625,NA,NA,129.5531,NA,NA,355.4406,NA,NA,328.9757,NA,NA,497.8554,NA,NA,576.125,NA,NA,442.233,NA,NA,136.6236,NA,NA,693,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331723_L1449_1",0,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,6,NA,NA,18,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,280.8647,NA,NA,98.6813,NA,NA,147.2753,NA,NA,294.1836,NA,NA,342.4208,NA,NA,587.9082,NA,NA,471.5729,NA,NA,412.3227,NA,NA,NA,NA,NA,694.0641,NA,NA,2,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331724_L1450_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,500.9249,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,88.0909,NA,NA,0,NA,NA,0,NA,NA,232.5511,NA,NA,402.4922,NA,NA,390.6098,NA,NA,88.8144,NA,NA,689.9623,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331725_L1451_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,485.0257,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,107.5407,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.0838,NA,NA,697.7822,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331726_L1452_1",0,0,NA,0,0,NA,0,0,NA,2,0,NA,1,0,NA,1,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,505.1392,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,298.2247,0,NA,NA,0,NA,564.0319,NA,NA,475.4219,682.6302,NA,534.0506,NA,NA,NA,NA,NA,697.066,680.2941,NA,1,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"PSP.L, ECT"
"V331727_L1453_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,363.4859,NA,NA,0,NA,NA,NA,NA,NA,73.2393,NA,NA,111.162,NA,NA,0,NA,NA,0,NA,NA,191.3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.4977,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331728_L1455_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6,NA,NA,0,NA,NA,18,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,489.4326,NA,NA,0,NA,NA,0,NA,NA,134.0634,NA,NA,82.3772,NA,NA,0,NA,NA,0,NA,NA,168.2409,NA,NA,NA,NA,NA,481.6845,NA,NA,126.5701,NA,NA,690.2934,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331729_L1456_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,7,NA,NA,17,NA,NA,12,NA,NA,5,NA,NA,NA,NA,NA,565.5281,NA,NA,0,NA,NA,0,NA,NA,120.5985,NA,NA,150.12,NA,NA,0,NA,NA,0,NA,NA,220.6581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697.6532,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331730_L1457_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,11,NA,NA,8,NA,NA,17,NA,NA,12,NA,NA,5,NA,NA,NA,NA,NA,609.4225,NA,NA,0,NA,NA,0,NA,NA,126.0357,NA,NA,143.028,NA,NA,0,NA,NA,0,NA,NA,442.9447,NA,NA,NA,NA,NA,490.0663,NA,NA,NA,NA,NA,688.8904,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331732_L1459_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,17,NA,NA,0,NA,NA,4,NA,NA,3351.4082,NA,NA,433.4909,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,118.3765,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,278.8871,NA,NA,402.5481,NA,NA,100.2646,NA,NA,709.2003,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331733_L1460_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,7,NA,NA,17,NA,NA,0,NA,NA,0,NA,NA,4051.1233,NA,NA,473.885,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,393.4056,NA,NA,NA,NA,NA,134.1641,NA,NA,695.333,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331735_L1462_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,8,NA,NA,16,NA,NA,11,NA,NA,4,NA,NA,2637.0923,NA,NA,345.6971,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,121.918,NA,NA,0,NA,NA,0,NA,NA,338.0178,NA,NA,347.908,NA,NA,400.9788,NA,NA,91.3893,NA,NA,524.5493,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331736_L1463_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,330.4172,NA,NA,0,NA,NA,0,NA,NA,90.7939,NA,NA,NA,NA,NA,220.1977,NA,NA,0,NA,NA,417.4207,NA,NA,428.8049,NA,NA,283.2321,NA,NA,NA,NA,NA,688.9877,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331738_L1465_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,409.4006,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,106.066,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,533.1651,NA,NA,146.1095,NA,NA,688.3153,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331740_L1467_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12,NA,NA,5,NA,NA,NA,NA,NA,562.3635,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,163.0245,NA,NA,0,NA,NA,0,NA,NA,468.6246,NA,NA,675.966,NA,NA,504.2321,NA,NA,173.9483,NA,NA,688.1061,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331741_L1468_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,0,NA,NA,17,NA,NA,13,NA,NA,5,NA,NA,NA,NA,NA,477.5146,NA,NA,0,NA,NA,245.6013,NA,NA,124.1934,NA,NA,195.6732,NA,NA,0,NA,NA,0,NA,NA,218.687,NA,NA,554.7324,NA,NA,NA,NA,NA,NA,NA,NA,690.3796,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331742_L1469_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,8,NA,NA,17,NA,NA,0,NA,NA,4,NA,NA,4292.7213,NA,NA,NA,NA,NA,0,NA,NA,218.2476,NA,NA,104.9952,NA,NA,121.062,NA,NA,342.9052,NA,NA,284.7876,NA,NA,611.1105,NA,NA,629.9841,NA,NA,472.1525,NA,NA,125.6025,NA,NA,650.5628,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331743_L1470_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,6,NA,NA,17,NA,NA,12,NA,NA,0,NA,NA,3370.047,NA,NA,393.7306,NA,NA,NA,NA,NA,288.9048,NA,NA,156.6046,NA,NA,159.2545,NA,NA,291.9264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.1111,NA,NA,686.8886,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331744_L1471_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,18,NA,NA,0,NA,NA,4,NA,NA,3555.064,NA,NA,441.1838,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,173.6663,NA,NA,0,NA,NA,0,NA,NA,177.5387,NA,NA,400.5197,NA,NA,424.2641,NA,NA,157.8354,NA,NA,676.2958,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V331745_L1472_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6,NA,NA,0,NA,NA,17,NA,NA,12,NA,NA,4,NA,NA,2931.4437,NA,NA,396.1504,NA,NA,0,NA,NA,0,NA,NA,64.2028,NA,NA,180.6239,NA,NA,0,NA,NA,0,NA,NA,359.6943,NA,NA,442.886,NA,NA,330.0485,NA,NA,66.6033,NA,NA,684.4852,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
