UCMP #,L -SPEC,STRAT (cm),PS,DSP,PT,CT,CSTRAT,ISTRAT,YEAR,INT,REGURG
,1411.3,504.8,3,1,6,5,486.6,300.65,9877.398,10000,
,1411.35,504.8,3,1,5,2,486.6,300.65,9877.398,10000,
,1411.4,504.8,1.6,1,5,3,486.6,300.65,9877.398,10000,
,1411.45,504.8,2,0,5,3,486.6,300.65,9877.398,10000,
,1411.5,504.8,1,0,6,2,486.6,300.65,9877.398,10000,
,1411.55,504.8,1,2,5,3,486.6,300.65,9877.398,10000,
,1411.6,504.8,2.2,0,5,2,486.6,300.65,9877.398,10000,
,1411.65,504.8,2.2,1,        .   ,        .   ,486.6,300.65,9877.398,10000,
,1412,427.8,1,2,5,3,411.2,376.05,12319.069,12500,3
,1413,503.2,1,1,5,3,485,302.25,9929.21,10000,
,1414,502.3,        .   ,        .   ,        .   ,        .   ,484.1,303.15,9958.355,10000,
,1415,603.5,3,        .   ,        .   ,        .   ,577.7,209.55,6927.315,7000,
,1416,603.2,3,3,6,2,577.4,209.85,6937.03,7000,
,1417,603.2,3,3,6,5,577.4,209.85,6937.03,7000,2
,1418,476.7,3,1,6,5,459.35,327.9,10759.832,11000,
,1419,476.7,3,1,6,2,459.35,327.9,10759.832,11000,
,1420,505.1,1,1,5,2,482.3,304.95,10016.644,10250,
,1421,603.7,3,        .   ,        .   ,        .   ,577.9,209.35,6920.839,7000,
,1422,603,        .   ,        .   ,        .   ,        .   ,577.2,210.05,6943.507,7000,2
,1423,505.3,2,1,6,3,482.5,304.75,10010.168,10250,
,1424,476.2,1,1,5,2,458.85,328.4,10776.023,11000,
,1425,476.2,        .   ,        .   ,        .   ,        .   ,458.85,328.4,10776.023,11000,
,1426,605.3,        .   ,3,6,3,578.9,208.35,6888.456,7000,
,1427,605.3,        .   ,        .   ,        .   ,        .   ,578.9,208.35,6888.456,7000,
,1428,605.3,3,3,5,3,578.9,208.35,6888.456,7000,
,1429,606.9,3,3,5,3,580.5,206.75,6836.643,7000,
,1430,428.1,3,2,5,3,411.5,375.75,12309.354,12500,
,1431,427.9,1,2,5,2,411.3,375.95,12315.83,12500,
,1432,428.1,3,2,6,4,411.5,375.75,12309.354,12500,
,1433,428.1,1,2,5,2,411.5,375.75,12309.354,12500,
,1434,606.2,3,3,5,2,579.8,207.45,6859.311,7000,
,1435,605.8,3,        .   ,        .   ,        .   ,579.4,207.85,6872.264,7000,
,1436,428.1,1,2,5,3,411.5,375.75,12309.354,12500,
,1437,428.6,        .   ,        .   ,        .   ,        .   ,412,375.25,12293.162,12500,
,1438,476.1,3,        .   ,        .   ,        .   ,458.75,328.5,10779.262,11000,
,1439,428.8,3,1,5,2,412.2,375.05,12286.686,12500,
,1440,428.8,1,1,5,3,412.2,375.05,12286.686,12500,
,1441,429.6,1,1,5,3,413,374.25,12260.779,12500,
,1442,429.6,2,0,5,2,413,374.25,12260.779,12500,
,1443,507.4,3,1,6,4,484.6,302.65,9942.164,10000,
,1444,429.3,        .   ,        .   ,        .   ,        .   ,412.7,374.55,12270.494,12500,3
,1445,476.4,        .   ,        .   ,        .   ,        .   ,459.05,328.2,10769.547,11000,
,1446,607.9,3,3,6,5,581.5,205.75,6804.26,7000,
,1447,606.8,3,1,5,3,580.4,206.85,6839.882,7000,
,1448,607.1,3,2,5,2,580.7,206.55,6830.167,7000,
,1449,607.1,3,2,5,3,580.7,206.55,6830.167,7000,
,1450,428.9,1,1,4,1,412.3,374.95,12283.447,12500,
,1451,429.2,1,1,        .   ,        .   ,412.6,374.65,12273.732,12500,3
,1452,477.6,3,        .   ,        .   ,        .   ,460.25,327,10730.687,10750,
,1453,428,1,2,5,3,411.4,375.85,12312.592,12500,
,1454,428.6,        .   ,        .   ,        .   ,        .   ,412,375.25,12293.162,12500,3
,1455,427.8,1,        .   ,        .   ,        .   ,411.2,376.05,12319.069,12500,
,1456,429.8,2.4,1,6,1,413.2,374.05,12254.303,12500,
,1457,428.4,2.2,1,6,1,411.8,375.45,12299.639,12500,3
,1458,429.6,2.2,1,5,1,413,374.25,12260.779,12500,
,1459,512.4,1.6,0,5,2,489.6,297.65,9780.249,10000,
,1460,606.9,3,        .   ,        .   ,        .   ,580.5,206.75,6836.643,7000,
,1461,429,2.4,1,6,2,412.4,374.85,12280.209,12500,
,1462,429.2,1,0,5,2,412.6,374.65,12273.732,12500,
,1463,513.6,3,1,6,3,490.8,296.45,9741.39,9750,
,1464,429.6,        .   ,        .   ,        .   ,        .   ,413,374.25,12260.779,12500,
,1465,514.5,        .   ,1,5,2,491.7,295.55,9712.245,9750,
,1466,478.1,1,1,5,2,460.75,326.5,10714.496,10750,
,1467,478.1,2,        .   ,5,3,460.75,326.5,10714.496,10750,
,1468,478.1,1,2,5,3,460.75,326.5,10714.496,10750,
,1469,513.2,3,2,5,2,490.4,296.85,9754.343,10000,
,1470,608.6,3,2,5,3,582.2,205.05,6781.592,7000,
,1471,435.1,1,0,4,1,418.45,368.8,12084.293,12250,3
,1472,478.1,3,1,6,3,460.75,326.5,10714.496,10750,
,1473,610,3,3,5,3,583.6,203.65,6736.256,6750,
,1474,478.2,        .   ,0,4,1,460.85,326.4,10711.257,10750,
,1475,434,1,1,5,2,417.35,369.9,12119.914,12250,
,1476,429.9,1,        .   ,        .   ,        .   ,413.3,373.95,12251.064,12500,
,1477,429.9,1,1,5,3,413.3,373.95,12251.064,12500,
,1478,429.9,        .   ,2,5,3,413.3,373.95,12251.064,12500,
,1479,516.6,3,2,5,3,493.8,293.45,9644.241,9750,
,1480,515.8,3,2,6,4,493,294.25,9670.147,9750,
,1481,478.1,3,1,5,2,460.75,326.5,10714.496,10750,
,1482,478.1,2.4,2,6,2,460.75,326.5,10714.496,10750,
,1483,478.1,2.2,1,5,2,460.75,326.5,10714.496,10750,
,1484,515.8,3,        .   ,        .   ,        .   ,493,294.25,9670.147,9750,
,1485,515.8,3,2,5,2,493,294.25,9670.147,9750,
,1486,430.5,3,2,6,3,413.9,373.35,12231.635,12250,
,1487,430.5,3,        .   ,        .   ,        .   ,413.9,373.35,12231.635,12250,
,1488,430.4,2,2,5,3,413.8,373.45,12234.873,12250,
,1489,430.5,1,0,5,3,413.9,373.35,12231.635,12250,
,1490,430.3,1,0,5,2,413.7,373.55,12238.111,12250,
,1491,612.7,3,2,5,3,586.3,200.95,6648.822,6750,2
,1492,513.8,3,2,6,4,491,296.25,9734.913,9750,
,1493,513.5,3,1,5,2,490.7,296.55,9744.628,9750,
,1494,518.7,3,1,6,3,495.9,291.35,9576.237,9750,
,1495,438,1,        .   ,        .   ,        .   ,421.35,365.9,11990.382,12000,
,1496,430,3,        .   ,        .   ,        .   ,413.4,373.85,12247.826,12250,
,1497,433.7,2,1,6,3,417.05,370.2,12129.629,12250,3
,1498,433.6,1,        .   ,        .   ,        .   ,416.95,370.3,12132.867,12250,3
,1499,433.4,1,1,5,2,416.75,370.5,12139.343,12250,
,1500,428.6,1,2,5,2,412,375.25,12293.162,12500,
,1501,429.7,1,0,5,2,413.1,374.15,12257.541,12500,
,1502,610.7,3,        .   ,        .   ,        .   ,584.3,202.95,6713.588,6750,
,1503,610.9,3,3,5,3,584.5,202.75,6707.112,6750,
,1504,610.9,1,2,6,3,584.5,202.75,6707.112,6750,
,1505,435.3,2.2,2,5,3,418.65,368.6,12077.816,12250,
,1506,519.7,2.2,1,5,3,496.9,290.35,9543.854,9750,
,1507,518.1,2.8,        .   ,        .   ,        .   ,495.3,291.95,9595.666,9750,
,1508,518.2,2.2,0,5,2,495.4,291.85,9592.428,9750,
,1509,478.1,3,0,5,2,460.75,326.5,10714.496,10750,
,1510,478.1,3,2,6,1,460.75,326.5,10714.496,10750,
,1511,478.1,3,1,6,2,460.75,326.5,10714.496,10750,
,1512,478.1,3,1,5,2,460.75,326.5,10714.496,10750,
,1513,436.4,3,0,5,2,419.75,367.5,12042.195,12250,
,1514,434,1,1,5,2,417.35,369.9,12119.914,12250,
,1515,436.1,        .   ,1,5,2,419.45,367.8,12051.91,12250,
,1516,434,1,1,5,2,417.35,369.9,12119.914,12250,
,1517.1,434,1,1,5,2,417.35,369.9,12119.914,12250,
,1517.2,434,1,2,5,3,417.35,369.9,12119.914,12250,
,1518,478.1,3,1,6,4,460.75,326.5,10714.496,10750,
,1519,478.1,1,1,5,3,460.75,326.5,10714.496,10750,
,1520.1,478.1,        .   ,0,5,2,460.75,326.5,10714.496,10750,
,1520.2,478.1,        .   ,        .   ,        .   ,        .   ,460.75,326.5,10714.496,10750,
,1521,612,3,2,5,2,585.6,201.65,6671.49,6750,
,1522,614.7,3,2,5,2,588.3,198.95,6584.057,6750,
,1523,613.8,3,2,5,3,587.4,199.85,6613.201,6750,
,1524,519.7,3,1,5,3,496.9,290.35,9543.854,9750,
,1525,519.8,2.2,2,5,3,497,290.25,9540.616,9750,
,1526,519.8,        .   ,        .   ,        .   ,        .   ,497,290.25,9540.616,9750,2
,1527,436.5,1.4,2,5,2,419.85,367.4,12038.956,12250,
,1528,436.8,1,2,5,2,420.15,367.1,12029.242,12250,
,1529,478.1,3,        .   ,        .   ,        .   ,460.75,326.5,10714.496,10750,
,1530,478.1,1.8,1,7,3,460.75,326.5,10714.496,10750,
,1531,433.7,2,1,5,2,417.05,370.2,12129.629,12250,
,1532,429.5,        .   ,        .   ,5,2,412.9,374.35,12264.018,12500,
,1533,430,2,1,5,2,413.4,373.85,12247.826,12250,1
,1534,430,2.2,1,5,3,413.4,373.85,12247.826,12250,
,1535,518.9,3,1,5,2,496.1,291.15,9569.76,9750,
,1536,521,        .   ,        .   ,        .   ,        .   ,498.2,289.05,9501.756,9750,
,1537,521.2,3,1,5,3,498.4,288.85,9495.28,9500,
,1538,436.5,3,1,        .   ,        .   ,419.85,367.4,12038.956,12250,3
,1539,436.6,        .   ,1,5,2,419.95,367.3,12035.718,12250,
,1540,436.4,1.6,2,5,2,419.75,367.5,12042.195,12250,
,1541,430.8,1,1,5,2,414.2,373.05,12221.92,12250,
,1542,436.8,1,        .   ,        .   ,        .   ,420.15,367.1,12029.242,12250,
,1543,436.8,2.2,3,5,2,420.15,367.1,12029.242,12250,
,1544,436.8,1.2,1,5,2,420.15,367.1,12029.242,12250,
,1545,436.8,1,0,4,2,420.15,367.1,12029.242,12250,
,1546,613.7,        .   ,        .   ,        .   ,        .   ,587.3,199.95,6616.44,6750,
,1547,478.9,2.2,        .   ,5,2,461.55,325.7,10688.589,10750,
,1548,617.6,3,1,        .   ,        .   ,591.15,196.1,6491.765,6500,
,1549,616.8,3,3,5,3,590.35,196.9,6517.672,6750,
,1550,434.1,1,1,5,2,417.45,369.8,12116.675,12250,
,1551,435.5,1,0,5,2,418.85,368.4,12071.339,12250,
,1552,616.5,        .   ,        .   ,        .   ,        .   ,590.05,197.2,6527.387,6750,
,1553,616.2,        .   ,2,5,2,589.75,197.5,6537.101,6750,
,1554,520.3,3,2,6,3,497.5,289.75,9524.424,9750,
,1555,519.9,3,2,6,3,497.1,290.15,9537.377,9750,
,1556,519.9,3,2,6,4,497.1,290.15,9537.377,9750,
,1557,437.4,3,2,6,4,420.75,366.5,12009.812,12250,
,1558,437,2.2,1,5,3,420.35,366.9,12022.765,12250,
,1559,436.8,1.2,0,5,2,420.15,367.1,12029.242,12250,
,1560,480.3,1,        .   ,        .   ,        .   ,462.95,324.3,10643.253,10750,
,1561,520.4,3,1,5,2,497.6,289.65,9521.186,9750,
,1562,437.6,3,0,6,3,420.95,366.3,12003.335,12250,
,1563.1,520.6,2,1,6,3,497.8,289.45,9514.709,9750,
,1563.2,520.6,3,1,5,2,497.8,289.45,9514.709,9750,
,1564,434.9,        .   ,        .   ,        .   ,        .   ,418.25,369,12090.769,12250,
,1565,434.6,        .   ,        .   ,        .   ,        .   ,417.95,369.3,12100.484,12250,2
,1566,434.2,3,2,5,3,417.55,369.7,12113.437,12250,
,1567,434.1,        .   ,        .   ,        .   ,        .   ,417.45,369.8,12116.675,12250,
,1568,439.1,1,1,6,3,422.45,364.8,11954.761,12000,
,1569,439.1,        .   ,        .   ,        .   ,        .   ,422.45,364.8,11954.761,12000,
,1570.1,617.9,3,3,5,4,591.45,195.8,6482.05,6500,
,1570.2,617.9,3,3,        .   ,        .   ,591.45,195.8,6482.05,6500,
,1571,616.8,3,2,5,3,590.35,196.9,6517.672,6750,
,1572,617.9,        .   ,        .   ,        .   ,        .   ,591.45,195.8,6482.05,6500,4
,1573,617.9,3,3,5,3,591.45,195.8,6482.05,6500,
,1574,520.6,        .   ,        .   ,        .   ,        .   ,497.8,289.45,9514.709,9750,
,1575,521.4,3,        .   ,        .   ,        .   ,498.6,288.65,9488.803,9500,
,1576,617.3,3,1,5,3,590.85,196.4,6501.48,6750,
,1577,438.9,1,3,5,3,422.25,365,11961.237,12000,3
,1578,438.8,1,1,6,4,422.15,365.1,11964.476,12000,
,1579,480.5,1,1,5,2,463.15,324.1,10636.777,10750,
,1580,521.4,3,1,5,2,498.6,288.65,9488.803,9500,
,1581,481.4,3,1,6,2,464.05,323.2,10607.632,10750,
,1582,434.2,1.8,2,        .   ,        .   ,417.55,369.7,12113.437,12250,
,1583,437.2,        .   ,        .   ,        .   ,        .   ,420.55,366.7,12016.288,12250,3
,1584,617.9,3,1,5,3,591.45,195.8,6482.05,6500,
,1585,616.8,3,2,5,3,590.35,196.9,6517.672,6750,
,1586,615.8,3,3,5,3,589.35,197.9,6550.055,6750,
,1587,617.6,3,3,5,3,591.15,196.1,6491.765,6500,
,1588,437.5,2.6,2,5,3,420.85,366.4,12006.574,12250,
,1589,522.4,3,1,7,4,499.6,287.65,9456.42,9500,
,1590,437.5,3,2,5,3,420.85,366.4,12006.574,12250,
,1591,437.6,1,1,5,3,420.95,366.3,12003.335,12250,
,1592,437.1,1.8,0,5,3,420.45,366.8,12019.527,12250,
,1593,481.1,3,        .   ,        .   ,        .   ,463.75,323.5,10617.347,10750,
,1594,434.8,1,1,5,2,418.15,369.1,12094.007,12250,
,1595,434.5,3,0,5,2,417.85,369.4,12103.722,12250,
,1596,434.2,3,2,5,3,417.55,369.7,12113.437,12250,
,1597,434.7,        .   ,        .   ,        .   ,        .   ,418.05,369.2,12097.246,12250,
,1598,437.8,1,0,4,1,421.15,366.1,11996.859,12000,
,1599,437.5,1,1,5,3,420.85,366.4,12006.574,12250,
,1600,436.9,3,1,5,2,420.25,367,12026.003,12250,
,1601.1,437,3,1,5,3,420.35,366.9,12022.765,12250,
,1602,437,1,2,5,3,420.35,366.9,12022.765,12250,
,1602.2,437,1.6,1,5,3,420.35,366.9,12022.765,12250,
,1603,525,3,1,5,3,499.2,288.05,9469.373,9500,
,1604,616.9,3,3,5,3,590.45,196.8,6514.433,6750,
,1605,616.8,3,2,5,3,590.35,196.9,6517.672,6750,
,1607,618.7,3,1,5,3,592.25,195,6456.144,6500,
,1608,616.8,3,2,5,3,590.35,196.9,6517.672,6750,
,1609.1,437.1,1,1,5,2,420.45,366.8,12019.527,12250,
,1609.2,437.1,1,2,6,4,420.45,366.8,12019.527,12250,
,1610,437.5,3,2,5,3,420.85,366.4,12006.574,12250,
,1611,437.8,1,1,5,2,421.15,366.1,11996.859,12000,
,1612,618.6,3,3,6,4,592.15,195.1,6459.382,6500,
,1613,437.1,3,1,5,3,420.45,366.8,12019.527,12250,
,1614,525.6,3,        .   ,        .   ,        .   ,499.8,287.45,9449.943,9500,
,1615,436.8,2.2,0,5,3,420.15,367.1,12029.242,12250,2
,1616,437.5,3,0,5,3,420.85,366.4,12006.574,12250,
,1617,437.8,2.2,1,5,3,421.15,366.1,11996.859,12000,
,1618,435.1,        .   ,2,6,3,418.45,368.8,12084.293,12250,
,1619,434.8,1,1,6,5,418.15,369.1,12094.007,12250,
,1620,435.6,3,        .   ,        .   ,        .   ,418.95,368.3,12068.101,12250,
,1621,437.8,2.4,0,5,2,421.15,366.1,11996.859,12000,
,1622,480.9,3,        .   ,        .   ,        .   ,463.55,323.7,10623.824,10750,
,1623,481.3,1,        .   ,        .   ,        .   ,463.95,323.3,10610.87,10750,
,1624,530.3,3,1,5,2,504.5,282.75,9297.744,9500,
,1625,438.7,1,1,5,2,422.05,365.2,11967.714,12000,
,1626,438.9,        .   ,1,5,3,422.25,365,11961.237,12000,
,1627,620.6,3,3,5,3,594.15,193.1,6394.617,6500,
,1628,620.7,3,2,5,3,594.25,193,6391.378,6500,
,1629,619.4,3,1,        .   ,        .   ,592.95,194.3,6433.476,6500,3
,1630.1,621,3,3,5,4,594.55,192.7,6381.663,6500,
,1630.2,621,3,        .   ,        .   ,        .   ,594.55,192.7,6381.663,6500,
,1631,619.9,3,1,5,3,593.45,193.8,6417.285,6500,
,1632,619.3,        .   ,        .   ,        .   ,        .   ,592.85,194.4,6436.714,6500,4
,1633,486.1,        .   ,        .   ,        .   ,        .   ,468.75,318.5,10455.433,10500,
,1634,485.3,        .   ,        .   ,        .   ,        .   ,467.95,319.3,10481.339,10500,
,1635.1,530.8,3,2,5,3,505,282.25,9281.552,9500,
,1635.2,530.8,3,2,5,3,505,282.25,9281.552,9500,
,1635.3,530.8,3,1,5,3,505,282.25,9281.552,9500,
,1635.4,530.8,3,1,6,2,505,282.25,9281.552,9500,
,1636,530.4,3,1,5,2,504.6,282.65,9294.506,9500,
,1637,438.9,        .   ,0,4,1,422.25,365,11961.237,12000,2
,1638,442.7,        .   ,2,5,3,426.05,361.2,11838.182,12000,
,1639,530.8,3,1,6,4,505,282.25,9281.552,9500,
,1640,531.6,3,1,5,3,505.8,281.45,9255.646,9500,
,1641,531.7,3,2,5,3,505.9,281.35,9252.408,9500,
,1642,530.8,3,1,5,3,505,282.25,9281.552,9500,
,1643,435.7,3,1,        .   ,        .   ,419.05,368.2,12064.863,12250,
,1644,435.1,3,1,6,2,418.45,368.8,12084.293,12250,4
,1645,435.1,1,1,5,2,418.45,368.8,12084.293,12250,2
,1646,436,1,1,        .   ,        .   ,419.35,367.9,12055.148,12250,
,1647,620.2,3,3,5,3,593.75,193.5,6407.57,6500,
,1648,620.1,3,3,        .   ,        .   ,593.65,193.6,6410.808,6500,
,1649,620.2,3,3,5,3,593.75,193.5,6407.57,6500,2
,1650,443.1,1,2,4,1,426.45,360.8,11825.229,12000,
,1651,443,1,2,5,2,426.35,360.9,11828.468,12000,
,1652,443,2.8,1,5,2,426.35,360.9,11828.468,12000,
,1653,441.6,2.2,1,6,2,424.95,362.3,11873.804,12000,
,1654,531.8,2.2,2,6,4,506,281.25,9249.169,9250,
,1655,531.8,        .   ,        .   ,        .   ,        .   ,506,281.25,9249.169,9250,
,1657,440.3,1.2,1,5,3,423.65,363.6,11915.901,12000,
,1658,542.8,3,2,5,3,517,270.25,8892.958,9000,
,1659,623.5,3,        .   ,        .   ,        .   ,597.05,190.2,6300.706,6500,
,1660,621.6,3,2,5,3,595.15,192.1,6362.234,6500,
,1661,623.6,3,1,5,4,597.15,190.1,6297.468,6500,
,1662,443.5,1,1,        .   ,        .   ,426.85,360.4,11812.276,12000,
,1663,440,2.4,2,5,3,423.35,363.9,11925.616,12000,
,1664.1,543.5,3,0,6,2,517.7,269.55,8870.289,9000,
,1664.2,543.5,3,2,5,2,517.7,269.55,8870.289,9000,
,1664.3,543.5,        .   ,        .   ,        .   ,        .   ,517.7,269.55,8870.289,9000,
,1665,543.4,3,1,6,2,517.6,269.65,8873.528,9000,
,1666,543.6,3,        .   ,        .   ,        .   ,517.8,269.45,8867.051,9000,
,1667,483.7,1,1,        .   ,        .   ,466.35,320.9,10533.152,10750,2
,1668,485.3,3,1,6,2,467.95,319.3,10481.339,10500,
,1669,484.6,2.2,1,5,2,467.25,320,10504.007,10750,
,1670,485,3,1,5,2,467.65,319.6,10491.054,10500,
,1671,485,3,        .   ,        .   ,        .   ,467.65,319.6,10491.054,10500,
,1672,484.6,1.4,        .   ,        .   ,        .   ,467.25,320,10504.007,10750,
,1673,486.1,3,        .   ,        .   ,        .   ,468.75,318.5,10455.433,10500,2
,1674,484.7,        .   ,        .   ,        .   ,        .   ,467.35,319.9,10500.769,10750,
,1675,622.7,3,3,        .   ,        .   ,596.25,191,6326.613,6500,3
,1676,622.4,3,2,5,4,595.95,191.3,6336.327,6500,
,1677,624,3,3,5,4,597.55,189.7,6284.515,6500,
,1678,622.3,3,1,5,3,595.85,191.4,6339.566,6500,
,1679,542,3,        .   ,        .   ,        .   ,516.2,271.05,8918.864,9000,
,1680,442.5,2.2,1,6,3,425.85,361.4,11844.659,12000,
,1681,440.9,1.2,0,5,3,424.25,363,11896.472,12000,
,1682,440.8,3,1,6,3,424.15,363.1,11899.71,12000,
,1683,440.3,1.4,1,6,4,423.65,363.6,11915.901,12000,
,1684,442.8,3,2,        .   ,        .   ,426.15,361.1,11834.944,12000,
,1685,485.3,1.4,1,5,3,467.95,319.3,10481.339,10500,
,1686,483.7,        .   ,1,5,2,466.35,320.9,10533.152,10750,2
,1687,485.8,3,        .   ,        .   ,        .   ,468.45,318.8,10465.147,10500,2
,1688,623.8,3,        .   ,        .   ,        .   ,597.35,189.9,6290.991,6500,
,1689,623.3,3,3,5,3,596.85,190.4,6307.183,6500,3
,1690,441.8,        .   ,3,6,2,425.15,362.1,11867.327,12000,
,1691,441.8,1,0,5,3,425.15,362.1,11867.327,12000,
,1692,441.8,2.4,2,6,3,425.15,362.1,11867.327,12000,
,1693,441.1,1,1,4,1,424.45,362.8,11889.995,12000,
,1694,440.6,1,        .   ,        .   ,        .   ,423.95,363.3,11906.187,12000,
,1695,440.6,1,1,6,2,423.95,363.3,11906.187,12000,
,1696,439.9,1,2,6,4,423.25,364,11928.855,12000,
,1697,441.2,3,1,5,2,424.55,362.7,11886.757,12000,
,1698,543.7,3,0,5,2,517.9,269.35,8863.813,9000,
,1699,543.8,2.2,        .   ,        .   ,        .   ,518,269.25,8860.575,9000,
,1700,542.5,3,2,6,3,516.7,270.55,8902.672,9000,
,1701,543.5,3,1,5,3,517.7,269.55,8870.289,9000,
,1702,542.1,3,2,5,3,516.3,270.95,8915.626,9000,
,1703,543.1,3,        .   ,        .   ,        .   ,517.3,269.95,8883.243,9000,
,1704,621.3,3,3,5,4,594.85,192.4,6371.949,6500,
,1705,624.5,3,3,5,3,598.05,189.2,6268.323,6500,
,1706,621.9,3,3,        .   ,        .   ,595.45,191.8,6352.519,6500,
,1707,623.5,3,1,5,3,597.05,190.2,6300.706,6500,
,1708,543.9,3,1,5,3,518.1,269.15,8857.336,9000,
,1710,443.8,1,        .   ,        .   ,        .   ,427.15,360.1,11802.561,12000,
,1711,443,1,1,        .   ,        .   ,426.35,360.9,11828.468,12000,
,1712,444.3,        .   ,1,5,3,427.65,359.6,11786.37,12000,
,1713,444.4,1,1,5,2,427.75,359.5,11783.132,12000,
,1714,442.1,1,        .   ,        .   ,        .   ,425.45,361.8,11857.612,12000,
,1715,444.5,1,0,5,3,427.85,359.4,11779.893,12000,
,1716,444.5,1,1,5,2,427.85,359.4,11779.893,12000,
,1717,623.1,3,        .   ,        .   ,        .   ,596.65,190.6,6313.659,6500,
,1718,544.5,3,        .   ,        .   ,        .   ,518.7,268.55,8837.907,9000,
,1719,545.8,3,1,5,3,520,267.25,8795.809,9000,
,1720,444.2,        .   ,        .   ,        .   ,        .   ,427.55,359.7,11789.608,12000,3
,1721,443.8,        .   ,1,5,2,427.15,360.1,11802.561,12000,
,1722,623.2,3,3,5,3,596.75,190.5,6310.421,6500,
,1723,624,3,        .   ,        .   ,        .   ,597.55,189.7,6284.515,6500,
,1724,621.9,3,3,6,4,595.45,191.8,6352.519,6500,
,1725,520.2,3,1,5,3,497.4,289.85,9527.662,9750,
,1726,520.1,3,2,5,3,497.3,289.95,9530.901,9750,
,1727,445.1,1,0,4,1,428.45,358.8,11760.463,12000,
,1728,444.8,2,1,6,4,428.15,359.1,11770.178,12000,
,1729,484.8,1,1,5,3,467.45,319.8,10497.53,10500,
,1730,520.8,3,2,5,2,498,289.25,9508.233,9750,
,1731,485.1,        .   ,        .   ,        .   ,        .   ,467.75,319.5,10487.815,10500,3
,1732,445.3,1,2,5,3,428.65,358.6,11753.987,12000,
,1733,624.5,        .   ,        .   ,        .   ,        .   ,598.05,189.2,6268.323,6500,4
,1734,627.2,3,2,6,2,600.75,186.5,6180.889,6250,
,1735,626.7,3,1,5,3,600.25,187,6197.081,6250,
,1736,628,3,3,6,4,601.55,185.7,6154.983,6250,
,1737,520.8,1,1,5,3,498,289.25,9508.233,9750,2
,1738,521.1,3,2,5,3,498.3,288.95,9498.518,9500,
,1739,521.1,2.4,2,6,3,498.3,288.95,9498.518,9500,
,1740,446.1,2,1,5,2,429.3,357.95,11732.938,11750,
,1741,445.6,1,1,5,2,428.95,358.3,11744.272,11750,
,1742,628.4,3,3,        .   ,        .   ,601.95,185.3,6142.03,6250,
,1743,446.8,        .   ,1,5,2,430,357.25,11710.27,11750,
,1744,445.8,        .   ,        .   ,        .   ,        .   ,428.95,358.3,11744.272,11750,
,1745,520.4,3,1,5,2,497.6,289.65,9521.186,9750,
,1746,520.4,        .   ,        .   ,        .   ,        .   ,497.6,289.65,9521.186,9750,
,1747,520.7,2.4,1,6,2,497.9,289.35,9511.471,9750,
,1748,520.6,2.2,        .   ,        .   ,        .   ,497.8,289.45,9514.709,9750,
,1749,521.8,3,1,5,3,499,288.25,9475.85,9500,
,1750,450.6,        .   ,1,5,2,433.8,353.45,11587.215,11750,
