"fish_id","n","ID","part_type","bin","merged","X","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA","CSTRAT","ISTRAT","YEAR","INT"
"V331982",1895,"V331982_L1712_1_P.jpg","merged","L1712",TRUE,1895,2517.0286,320.5552,0,0,0,0,0,0,1,93.145,0,0,0,0,0,4,132.8157,0,NA,NA,0,NA,309,271.6616,82.5409,639.8515,0,427.65,359.6,11786.37,12000
"V331983",1896,"V331983_L1713_1_P.jpg","merged","L1713",TRUE,1896,NA,330.5288,0,0,0,0,0,0,1,96.6075,0,0,0,0,0,6,78.5175,0,NA,NA,0,124.3101,439.7329,322.0078,99.0454,636.8273,NA,427.75,359.5,11783.132,12000
"V331984",1897,"V331984_L1714_1_P.jpg","merged","L1714",TRUE,1897,3602.9677,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,638.6611,0,425.45,361.8,11857.612,12000
"V331985",1898,"V331985_L1715_1_P.jpg","merged","L1715",TRUE,1898,NA,395.897,0,0,0,0,0,0,0,0,0,0,7,0,0,0,NA,0,NA,NA,0,NA,412.6984,NA,NA,636.6475,0,427.85,359.4,11779.893,12000
"V331986",1899,"V331986_L1716_1_P.jpg","merged","L1716",TRUE,1899,3039.0533,383.5499,0,0,0,0,0,0,1,75.2396,0,7,7,18,13,4,154.4345,0,NA,NA,0,168.428,298.3907,328.7704,133.2216,636.8556,NA,427.85,359.4,11779.893,12000
"V331987",1900,"V331987_L1717_1_C.jpg","merged","L1717",TRUE,1900,3730,423.1582,0,0,0,0,NA,1,1,107.0794,0,0,0,19,0,NA,NA,2,348.1681,NA,0,683.3154,NA,518.4101,NA,649.5329,NA,596.65,190.6,6313.659,6500
"V331988",1901,"V331988_L1718_1_P.jpg","merged","L1718",TRUE,1901,4414.7027,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,291.122,302.1523,0,794.3803,659.0781,NA,137.9275,640.6122,NA,518.7,268.55,8837.907,9000
"V331991",1904,"V331991_L1721_1_P.jpg","merged","L1721",TRUE,1904,NA,NA,0,0,0,0,0,0,1,73.2393,0,0,0,0,0,6,125.2837,0,NA,NA,0,NA,354.7746,264.9698,NA,633.8596,0,427.15,360.1,11802.561,12000
"V331992",1905,"V331992_L1722_1_P.jpg","merged","L1722",TRUE,1905,3235.01,405.2866,1,151.7004,0,1,250.064,0,1,89.8999,0,9,7,17,15,4,122.4132,2,198.658,NA,0,460.1358,473.5441,328.9073,NA,638.8591,NA,596.75,190.5,6310.421,6500
"V331993",1906,"V331993_L1723_1_P.jpg","merged","L1723",TRUE,1906,2893.4825,397.4591,0,NA,1,0,NA,1,0,NA,1,0,7,17,0,0,NA,2,304.7917,253.4423,0,554.351,257.5985,265.8007,108.706,641.1653,NA,597.55,189.7,6284.515,6500
"V331994",1907,"V331994_L1724_1_P.jpg","merged","L1724",TRUE,1907,NA,500.7475,1,185.9516,0,1,218.4033,0,1,150.8675,0,9,8,16,12,5,198.3633,2,370.1081,420.5247,0,702.282,618.7277,538.2388,NA,633.8809,NA,595.45,191.8,6352.519,6500
"V331995",1908,"V331995_L1725_1_P.jpg","merged","L1725",TRUE,1908,3742.831,482.7984,0,0,0,0,0,0,0,0,0,0,0,17,12,4,167.0928,2,283.3231,261.8396,0,544.4998,492.065,470.7441,195.182,624.6407,NA,497.4,289.85,9527.662,9750
"V331996",1909,"V331996_L1726_1_P.jpg","merged","L1726",TRUE,1909,NA,354.3935,0,0,0,1,145.3994,0,1,98.0867,0,0,0,0,0,6,NA,2,184.2995,NA,0,306.9447,249.6328,243.1827,NA,637.0653,NA,497.3,289.95,9530.901,9750
"V331997",1910,"V331997_L1727_1_P.jpg","merged","L1727",TRUE,1910,NA,381.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,481.918,424.7941,NA,741.1518,0,428.45,358.8,11760.463,12000
"V331998",1911,"V331998_L1728_1_P.jpg","merged","L1728",TRUE,1911,3500.8754,491.7945,0,0,0,0,0,0,1,113.565,0,0,0,18,14,4,85.8021,0,NA,NA,0,NA,370.7519,464.2252,180.2498,632.4879,0,428.15,359.1,11770.178,12000
"V331999",1912,"V331999_L1729_1_P.jpg","merged","L1729",TRUE,1912,2509.9163,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,381.366,359.825,51.3517,640.5825,0,467.45,319.8,10497.53,10500
"V332000",1913,"V332000_L1730_1_P.jpg","merged","L1730",TRUE,1913,2754.4591,364.2455,0,0,0,1,205.2754,0,1,73.7902,0,8,7,17,13,5,105.385,2,NA,287.1237,0,475.8571,363.0124,380.2907,NA,636.2334,NA,498,289.25,9508.233,9750
"V332002",1914,"V332002_L1732_1_P.jpg","merged","L1732",TRUE,1914.5,2393.5568,324.1195,0,0,0,1,0,0,1,52.1536,0,0,0,0,0,0,72.0278,0,NA,NA,0,NA,NA,NA,NA,644.0124,0,428.65,358.6,11753.987,12000
"V332003",1916,"V332003_L1734_1_P.jpg","merged","L1734",TRUE,1916,NA,447.6536,0,0,0,1,282.6447,0,1,135.3514,0,0,0,0,0,5,154.4021,2,388.3298,NA,0,460.0174,345.5083,476.6047,112.641,640.5248,NA,600.75,186.5,6180.889,6250
"V332004",1917,"V332004_L1735_1_P.jpg","merged","L1735",TRUE,1917.5,2203.529,299.641,0,0,0,0,0,0,1,28.01785,0,0,0,0,0,4,130.0615,2,NA,268.8122,0,440.477,282.0284,293.7482,130.6139,644.8876,NA,600.25,187,6197.081,6250
"V332005",1919,"V332005_L1736_1_P.jpg","merged","L1736",TRUE,1919.5,3065.4892,417.4236,1,96.2925,0,1,174.684,0,1,79.20225,0,0,0,17,12,6,119.0966,2,368.9512,329.1398,0,646.7836,516.6014,459.2254,177.1779,646.2546,NA,601.55,185.7,6154.983,6250
"V332007",1921,"V332007_L1738_1_P.jpg","merged","L1738",TRUE,1921,NA,520.2828,0,0,0,1,287.155,0,1,115.8792,0,0,0,0,0,5,172.154,2,302.6434,NA,0,711.9614,628.2117,570.2841,227.684,641.5232,NA,498.3,288.95,9498.518,9500
"V332008",1922,"V332008_L1739_1_P.jpg","merged","L1739",TRUE,1922,4106.4445,582.9434,0,0,0,1,316.3037,0,1,NA,0,10,8,16,12,6,136.5284,0,NA,NA,0,713.3646,603.4037,618.6954,176.0454,633.2646,NA,498.3,288.95,9498.518,9500
"V332009",1923,"V332009_L1740_1_P.jpg","merged","L1740",TRUE,1923,2510.0841,328.7551,1,97.0824,0,1,NA,0,1,69.0652,0,8,8,16,12,5,101.1929,0,NA,NA,0,306.7898,297.5231,316.291,93.0376,652.1963,NA,429.3,357.95,11732.938,11750
"V332010",1924,"V332010_L1741_1_P.jpg","merged","L1741",TRUE,1924,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,123.6932,364.0055,219.9727,NA,632.8507,NA,428.95,358.3,11744.272,11750
"V332011",1925,"V332011_L1742_1_P.jpg","merged","L1742",TRUE,1925.5,NA,490.4611,0,0,1,1,196.5229,0,1,82.9759,0,7,7,15,0,0,114.3547,2,310.8585,NA,0,843.4323,619.5781,NA,NA,651.1106,0,601.95,185.3,6142.03,6250
"V332012",1927,"V332012_L1743_2_P.jpg","merged","L1743",TRUE,1927,NA,293.3547,0,0,0,0,0,0,1,111.3643,0,0,0,19,0,NA,NA,0,NA,NA,0,133.154,NA,NA,NA,651.0553,NA,430,357.25,11710.27,11750
"V332013",1928,"V332013_L1744_1_P.jpg","merged","L1744",TRUE,1928,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,639.007,NA,221.2691,644.9372,0,428.95,358.3,11744.272,11750
"V332014",1929,"V332014_L1745_1_P.jpg","merged","L1745",TRUE,1929,3003.6608,415.1095,0,0,0,0,0,0,1,101.8676,0,7,8,19,10,5,100.1299,2,261.2757,NA,0,639.1408,493.0416,359.7624,102.1763,638.5491,NA,497.6,289.65,9521.186,9750
"V332015",1930,"V332015_L1747_1_P.jpg","merged","L1747",TRUE,1930,NA,319.6023,0,0,0,0,0,0,1,119.5492,0,0,0,0,0,5,78,2,234.7047,NA,0,NA,408.5841,352.3308,137.6735,638.1614,NA,497.9,289.35,9511.471,9750
"V332017",1931,"V332017_L1749_1_P.jpg","merged","L1749",TRUE,1931.5,3725.4519,488.9472,0,0,0,0,0,0,1,51.923,0,7,9,16,13,5,140.684,2,321.2974,260,0,632.582,576.125,361.0872,165.9397,648.469,NA,499,288.25,9475.85,9500
"V332018",1933,"V332018_L1750_1_C.jpg","merged","L1750",TRUE,1933,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18,0,0,NA,0,NA,NA,0,NA,455.1406,NA,122.45,644.267,0,433.8,353.45,11587.215,11750
"V332019",1934,"V332019_L1751_2_P.jpg","merged","L1751",TRUE,1934,3183.7814,NA,0,0,0,0,0,0,1,84.0952,0,0,0,0,0,4,220.6898,0,NA,NA,0,141.3648,349.8571,396.0202,NA,726.9553,NA,430.6,356.65,11690.84,11750
"V332020",1935,"V332020_L1752_1_P.jpg","merged","L1752",TRUE,1935,3577.4337,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,NA,NA,0,NA,NA,NA,NA,652,0,467.75,319.5,10487.815,10500
"V332024",1936,"V332024_L1756_1_P.jpg","merged","L1756",TRUE,1936,2983.4423,346.8978,0,0,0,1,NA,0,1,135.665,0,7,7,16,0,5,152.0855,2,285.5679,NA,0,524.8714,361.6587,343.8372,NA,642.4835,NA,600.05,187.2,6203.558,6250
"V332025",1937,"V332025_L1757_1_P.jpg","merged","L1757",TRUE,1937,1619.9568,243.1717,1,101.843,0,1,155.6663,0,1,87.1321,0,0,0,0,0,NA,NA,2,140.3567,NA,0,232.112,182.044,NA,NA,639.2808,NA,600.15,187.1,6200.319,6250
"V332026",1938,"V332026_L1758_1_P.jpg","merged","L1758",TRUE,1938,2606.344,NA,0,NA,1,1,268.9312,0,1,NA,0,0,0,0,0,NA,NA,2,306.3234,306.3234,0,499.0922,354.6223,305.897,119.7748,638.4364,NA,497.3,289.95,9530.901,9750
"V332028",1939,"V332028_L1760_1_C.jpg","merged","L1760",TRUE,1939,3527.1759,458.769,0,0,0,1,187.1096,0,1,NA,0,8,7,18,14,4,NA,0,NA,NA,0,504.8029,523.9704,NA,NA,638.7746,NA,497.8,289.45,9514.709,9750
"V332029",1940,"V332029_L1762_1_P.jpg","merged","L1762",TRUE,1940,NA,339.49,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,69.9714,420.5615,329.4237,NA,661.855,NA,468.05,319.2,10478.101,10500
"V332030",1941,"V332030_L1763_1_P.jpg","merged","L1763",TRUE,1941,3931.4773,481.4837,0,0,0,1,268.0298,0,1,103.2279,0,0,0,17,0,5,144.2221,2,327.5363,336.238,0,715.2286,584.8761,546.4943,NA,638.4606,NA,NA,NA,NA,NA
"V332031",1942,"V332031_L1764_1_P.jpg","merged","L1764",TRUE,1942,3250.49,399.2623,0,NA,1,1,250.2978,0,1,110.0636,0,8,9,18,0,NA,159,2,NA,186.6762,0,668.7376,619.5781,477.7447,NA,655.5463,NA,601.85,185.4,6145.268,6250
"V332032",1943,"V332032_L1765_1_C.jpg","merged","L1765",TRUE,1943,NA,364.2051,1,189.1719,0,1,231,0,1,142.6184,0,0,0,0,0,NA,NA,2,301.4963,NA,0,545.5135,449.7399,347.2881,NA,641.3548,NA,601.85,185.4,6145.268,6250
"V332034",1944,"V332034_L1767_1_P.jpg","merged","L1767",TRUE,1944,NA,517.0442,0,NA,1,1,240.8651,0,1,NA,0,0,0,17,13,NA,NA,0,NA,NA,0,NA,662.4198,520.4613,NA,653.1769,0,601.75,185.5,6148.507,6250
"V332035",1945,"V332035_L1768_1_P.jpg","merged","L1768",TRUE,1945,NA,NA,0,NA,1,1,NA,0,1,160.1,0,9,9,17,0,NA,NA,2,311.1784,NA,0,NA,582.2439,543.9118,NA,714.9266,NA,601.85,185.4,6145.268,6250
"V332036",1946,"V332036_L1769_1_P.jpg","merged","L1769",TRUE,1946,3796.6575,493.583,0,0,0,1,210.5232,0,1,64.4981,0,0,0,0,11,6,172.1859,2,347.5399,343.4647,0,561.7259,340.6347,483.3218,144.2221,636.5532,NA,498.2,289.05,9501.756,9750
"V332037",1947,"V332037_L1770_1_P.jpg","merged","L1770",TRUE,1947,NA,NA,0,0,0,1,234.4014,0,1,138.1593,0,0,0,0,0,5,120,0,NA,NA,0,325.5764,465.824,449.4441,NA,736.6953,NA,432.6,354.65,11626.074,11750
"V332039",1948,"V332039_L1772_1_C.jpg","merged","L1772",TRUE,1948,2627.2619,351.633,0,0,0,0,0,0,1,56.3649,0,9,7,15,11,4,84.4808,0,NA,NA,0,151.4629,NA,NA,134.3317,636.0071,NA,429.5,357.75,11726.461,11750
"V332041",1953,"V332041_L1774_1_P.jpg","merged","L1774",TRUE,1953,4124.5431,538.0552,1,164.7301,0,1,268.8345,0,1,150.5722,0,8,8,18,10,5,158.2403,2,378.312,NA,0,695.7011,669.1009,549.8509,196.1632,710.9205,NA,602.05,185.2,6138.792,6250
"V332042",1954,"V332042_L1775_1_C.jpg","merged","L1775",TRUE,1954,NA,507.5149,0,NA,1,1,NA,0,1,140.5845,0,0,0,17,0,NA,202.4278,2,NA,NA,0,NA,NA,NA,NA,647.18,0,601.75,185.5,6148.507,6250
"V332043",1955,"V332043_L1776_1_P.jpg","merged","L1776",TRUE,1955,NA,488.0999,0,0,0,0,0,0,1,80.6226,0,9,9,18,0,NA,NA,2,282.8993,NA,0,NA,NA,NA,NA,644.0497,NA,498.3,288.95,9498.518,9500
"V332044",1956,"V332044_L1777_1_P.jpg","merged","L1777",TRUE,1956,NA,298.7132,0,0,0,0,0,0,1,91.214,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,664.906,0,433.5,353.75,11596.93,11750
"V332045",1957,"V332045_L1778_1_P.jpg","merged","L1778",TRUE,1957,NA,618.4313,0,0,0,0,0,0,0,0,0,0,0,17,9,5,239.6331,2,NA,NA,0,NA,NA,NA,NA,764.764,0,434.7,352.55,11558.07,11750
"V332046",1958,"V332046_L1779_1_P.jpg","merged","L1779",TRUE,1958,NA,597.4076,0,0,0,0,0,0,1,139.7176,0,9,7,0,0,NA,156,0,NA,NA,0,NA,NA,NA,NA,727.1953,0,468.45,318.8,10465.147,10500
"V332047",1959,"V332047_L1780_1_P.jpg","merged","L1780",TRUE,1959,NA,470.8777,0,0,0,0,0,0,1,137.0839,0,0,0,0,0,6,164.7544,2,364.4846,340.3248,0,728.3577,569.289,543.5301,NA,709.6379,NA,469.05,318.2,10445.718,10500
"V332048",1960,"V332048_L1781_2_P.jpg","merged","L1781",TRUE,1960,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,318.352,NA,NA,NA,721.8227,NA,470.2,317.05,10408.477,10500
"V332050",1961,"V332050_L1783_1_P.jpg","merged","L1783",TRUE,1961,4156.9412,NA,0,0,0,0,0,0,1,118.7266,0,8,8,18,12,5,139.714,2,308.1039,312.41,0,637.4198,484.5947,508.8968,143.1084,663.5782,NA,470.4,316.85,10402.001,10500
"V332051",1962,"V332051_L1784_1_P.jpg","merged","L1784",TRUE,1962,NA,551.2928,0,0,0,0,0,0,1,90.05,0,8,0,0,0,5,124.7798,2,265.8007,NA,0,618.9604,697.0854,603.0672,236.753,706.6322,NA,498.7,288.55,9485.565,9500
"V332053",1963,"V332053_L1786_1_P.jpg","merged","L1786",TRUE,1963,NA,397.311,0,0,0,0,0,0,1,106.4519,0,0,0,0,13,4,140,0,NA,NA,0,NA,443.991,399.2493,103.7882,706.0198,0,470,317.25,10414.954,10500
"V332055",1964,"V332055_L1788_1_P.jpg","merged","L1788",TRUE,1964,NA,NA,0,0,0,1,NA,0,1,109.1238,0,9,0,0,0,NA,NA,0,NA,NA,0,NA,277.8921,463.4005,109.3435,657.2001,0,NA,NA,NA,NA
"V332056",1965,"V332056_L1789_2_P.jpg","merged","L1789",TRUE,1965,NA,669.8968,0,0,0,0,0,0,0,0,0,0,0,15,0,0,NA,0,NA,NA,0,226.0619,NA,NA,237.8571,680.3881,NA,434.5,352.75,11564.547,11750
"V332057",1966,"V332057_L1790_2_P.jpg","merged","L1790",TRUE,1966,NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,2,161.5549,NA,0,402.7158,259.617,NA,NA,657.137,NA,434.5,352.75,11564.547,11750
"V332058",1967,"V332058_L1791_1_P.jpg","merged","L1791",TRUE,1967,NA,412.8562,0,0,0,1,NA,0,1,114.3547,0,8,9,0,12,5,144.2498,2,251.2847,NA,0,522.4567,436.3943,477.8671,NA,651.8014,NA,498.3,288.95,9498.518,9500
"V332059",1968,"V332059_L1792_1_P.jpg","merged","L1792",TRUE,1968,NA,NA,0,0,0,0,0,0,1,89.8999,0,0,0,0,0,5,162.3607,0,NA,NA,0,NA,456.0395,NA,NA,593.856,0,434.5,352.75,11564.547,11750
"V332060",1969,"V332060_L1793_1_P.jpg","merged","L1793",TRUE,1969,NA,NA,0,0,0,0,0,0,1,63.0714,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,376.6285,523.1539,NA,678.6435,0,434.5,352.75,11564.547,11750
"V332061",1970,"V332061_L1794_1_P.jpg","merged","L1794",TRUE,1970,3851.9086,490.8463,0,0,0,0,0,0,0,0,0,0,0,17,12,4,150.5722,0,NA,NA,0,NA,472.5082,524.3815,183.8695,669.4475,0,433.9,353.35,11583.977,11750
"V332062",1971,"V332062_L1795_2_P.jpg","merged","L1795",TRUE,1971,NA,377.6707,0,0,0,0,0,0,1,98.27,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,227.4071,292.2499,NA,666.7563,0,434.5,352.75,11564.547,11750
"V332063",1972,"V332063_L1796_1_P.jpg","merged","L1796",TRUE,1972,5464.9897,728.28,0,0,0,0,0,0,1,132.484,0,10,8,16,13,6,148.054,2,NA,NA,0,NA,NA,NA,NA,657.2184,0,470.1,317.15,10411.716,10500
"V332064",1973,"V332064_L1797_1_P.jpg","merged","L1797",TRUE,1973,4248.4614,NA,0,0,0,0,0,0,0,NA,1,10,9,0,0,0,NA,2,265.2395,NA,0,508.0157,348.023,464.7236,NA,652.1104,NA,469.95,317.3,10416.573,10500
"V332065",1974,"V332065_L1798_1_P.jpg","merged","L1798",TRUE,1974,NA,390.0602,0,0,0,0,0,0,1,76.8375,0,0,0,0,0,NA,NA,2,NA,282.2552,0,555.462,NA,NA,NA,652.1672,NA,500,287.25,9443.467,9500
"V332066",1975,"V332066_L1799_1_P.jpg","merged","L1799",TRUE,1975,3003.9844,393.1942,0,0,0,0,0,0,1,76.8375,0,0,0,17,13,4,158.3193,2,254.9117,278.3541,0,502.7574,371.9032,357.1134,73.0548,660.9811,NA,470.8,316.45,10389.048,10500
"V332067",1976,"V332067_L1800_1_C.jpg","merged","L1800",TRUE,1976,NA,416.2371,1,82.4621,0,1,132.0606,0,1,152,0,9,0,0,12,4,123.4828,2,201.9109,NA,0,620.3096,340.846,NA,NA,652.9931,NA,NA,NA,NA,NA
"V332068",1977,"V332068_L1801_1_P.jpg","merged","L1801",TRUE,1977,NA,410.4788,0,NA,1,1,282.4819,0,1,99.2975,0,0,8,18,0,NA,104.1729,2,336.8857,364.9932,0,NA,NA,NA,NA,674.8185,NA,601.55,185.7,6154.983,6250
"V332069",1978,"V332069_L1802_1_P.jpg","merged","L1802",TRUE,1978.5,NA,NA,0,0,1,0,0,1,0,0,1,0,0,0,0,0,NA,2,311.1913,NA,0,NA,446.8389,487.7561,NA,669.2421,0,601.35,185.9,6161.46,6250
"V332070",1980,"V332070_L1803_1_P.jpg","merged","L1803",TRUE,1980,5108.4671,577.7848,0,0,0,1,330.1636,0,1,118.3385,0,7,9,17,0,NA,180.3996,2,NA,NA,0,NA,NA,666.1081,263.5906,666.027,0,601.75,185.5,6148.507,6250
"V332072",1983,"V332072_L1805_1_P.jpg","merged","L1805",TRUE,1983,NA,275.3713,0,0,0,0,0,0,1,68.4105,0,6,8,16,0,5,85.3288,2,169.2011,NA,0,347.2881,265.9361,NA,NA,679.1539,NA,433.9,353.35,11583.977,11750
"V332074",1986,"V332074_L1807_1_P.jpg","merged","L1807",TRUE,1986,3438.9606,418.294,0,0,0,0,0,0,0,0,0,0,0,18,12,4,143.028,0,NA,NA,0,462.1558,323.3605,361.8453,134.8332,666.7361,NA,432.2,355.05,11639.028,11750
"V332075",1987,"V332075_L1808_1_P.jpg","merged","L1808",TRUE,1987,NA,532.19,0,0,0,0,0,0,1,132.3065,0,0,0,0,0,NA,120.1499,0,NA,NA,0,NA,NA,NA,NA,671.5847,0,471.6,315.65,10363.141,10500
"V332076",1988,"V332076_L1809_1_P.jpg","merged","L1809",TRUE,1988,2804.3181,373.2087,0,0,0,0,0,0,1,80.7775,0,9,7,16,14,5,97.1648,0,NA,NA,0,105.385,280.3034,347.0807,NA,668.3001,NA,431.2,356.05,11671.411,11750
"V332077",1989,"V332077_L1810_1_P.jpg","merged","L1810",TRUE,1989,NA,444.3192,0,NA,1,1,246.8947,0,1,114.6298,0,10,10,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,665.8175,0,434.8,352.45,11554.832,11750
"V332079",1990,"V332079_L1812_1_P.jpg","merged","L1812",TRUE,1990,NA,478.159,0,0,0,0,0,0,1,109.1788,0,10,0,0,0,5,120.5985,2,189.7367,NA,0,582.2439,533.4567,550.0982,125.028,651.9877,NA,499.3,287.95,9466.135,9500
"V332080",1991,"V332080_L1813_1_P.jpg","merged","L1813",TRUE,1991,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,562.7362,NA,NA,664.1084,0,480.1,307.15,10087.887,10250
"V332081",1992,"V332081_L1814_1_P.jpg","merged","L1814",TRUE,1992,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,598.2508,189.6945,656.5973,0,502.9,284.35,9349.556,9500
"V332082",1995,"V332082_L1815_1_P.jpg","merged","L1815",TRUE,1995,NA,NA,0,0,1,0,0,1,0,0,1,0,0,0,0,0,NA,0,NA,NA,0,620.3225,411.9624,NA,241.3462,648.4443,0,503.3,283.95,9336.603,9500
"V332083",1996,"V332083_L1816_1_P.jpg","merged","L1816",TRUE,1996,4320.037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,368.5431,301.7284,0,471.61,531.3379,NA,NA,667.0772,NA,NA,NA,NA,NA
"V332084",1997,"V332084_L1817_1_P.jpg","merged","L1817",TRUE,1997,NA,499.2674,0,0,0,0,0,0,1,119.0966,0,9,8,0,11,6,129.0349,2,276,184.3963,0,738.8166,548.8934,568.0863,97.949,650.0662,NA,471.7,315.55,10359.903,10500
"V332085",1998,"V332085_L1818_1_P.jpg","merged","L1818",TRUE,1998,NA,476.629,1,181.2209,0,1,272.3564,0,1,113.4063,0,0,0,0,12,5,161.2762,2,360.7991,NA,0,552.1467,413.652,NA,180.025,666.4323,NA,601.65,185.6,6151.745,6250
"V332086",1999,"V332086_L1819_1_P.jpg","merged","L1819",TRUE,1999,NA,472.5301,1,262.084,0,1,303.8157,0,1,152.8398,0,0,0,0,14,4,203.2142,2,245.6013,NA,0,840.9233,527.1812,499.1032,170.1764,680.1059,NA,601.15,186.1,6167.936,6250
"V332088",2002,"V332088_L1821_1_P.jpg","merged","L1821",TRUE,2002,NA,539.2358,1,224.3212,0,1,196.1632,0,1,153.9351,0,9,0,0,11,4,163.2667,2,NA,NA,0,564.6946,501.7888,NA,209.38,668.8617,NA,601.45,185.8,6158.221,6250
"V332089",2003,"V332089_L1822_1_P.jpg","merged","L1822",TRUE,2003,3914.5963,511.2998,0,0,0,0,0,0,0,NA,1,9,8,17,14,0,144.4991,2,NA,NA,0,976.2049,571.4543,580.9785,145.9863,686.1953,NA,601.45,185.8,6158.221,6250
"V332090",2004,"V332090_L1823_1_P.jpg","merged","L1823",TRUE,2004,4401.1362,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,648.0123,0,435.2,352.05,11541.879,11750
"V332091",2005,"V332091_L1824_1_P.jpg","merged","L1824",TRUE,2005,3666.0191,456.3259,0,0,0,0,0,0,1,144.4991,0,0,0,16,15,5,180.0444,2,326.5333,276.926,0,570.3192,446.6587,NA,NA,648.7896,NA,435.2,352.05,11541.879,11750
"V332092",2006,"V332092_L1825_1_P.jpg","merged","L1825",TRUE,2006,3268.2449,NA,0,0,0,0,0,0,1,107.2054,0,8,7,16,0,NA,155.5956,2,282.1436,NA,0,NA,534.0337,502.1125,102.1763,653.4218,NA,434.7,352.55,11558.07,11750
"V332093",2007,"V332093_L1826_1_P.jpg","merged","L1826",TRUE,2007,4322.9619,548.2134,0,0,0,0,0,0,0,0,0,10,8,17,0,3,NA,0,NA,NA,0,237.6215,600.4798,480.4165,177.6288,654.2905,NA,434.7,352.55,11558.07,11750
"V332094",2008,"V332094_L1827_1_C.jpg","merged","L1827",TRUE,2008.5,3132.3362,NA,0,0,0,0,0,0,1,56.4646,0,9,0,0,0,5,138.2932,0,NA,NA,0,144.7791,397.5538,423.4678,122.5602,664.8504,0,439.5,347.75,11402.632,11500
"V332095",2010,"V332095_L1828_1_P.jpg","merged","L1828",TRUE,2010,2938.8243,381.8679,0,0,0,0,0,0,0,0,0,7,6,16,9,5,134.1641,0,NA,NA,0,NA,441.4703,NA,89.4427,673.4508,0,NA,NA,NA,NA
"V332096",2011,"V332096_L1829_1_P.jpg","merged","L1829",TRUE,2011,NA,662.8788,0,0,0,0,0,0,1,115.4513,0,10,9,16,0,NA,186.2901,0,NA,NA,0,NA,NA,NA,NA,750.7256,0,471.2,316.05,10376.094,10500
"V332097",2012,"V332097_L1830_1_P.jpg","merged","L1830",TRUE,2012,3403.8738,439.6871,0,0,0,0,0,0,1,130.2498,0,0,0,18,11,6,93.1933,2,315.5709,301.3918,0,537.0335,479.1179,414.3911,124.7798,652.3258,NA,434.7,352.55,11558.07,11750
"V332098",2013,"V332098_L1831_1_P.jpg","merged","L1831",TRUE,2013,NA,469.3831,0,0,0,0,0,0,0,0,0,11,7,17,13,5,99,0,NA,NA,0,197.7726,510.0088,360.2124,NA,664.9045,NA,435.1,352.15,11545.117,11750
"V332099",2014,"V332099_L1832_1_P.jpg","merged","L1832",TRUE,2014,4317.6679,449.3998,0,0,0,0,0,0,1,112.9248,0,0,6,17,13,4,147.5127,0,NA,NA,0,NA,603.4037,NA,NA,744.0108,0,435,352.25,11548.355,11750
"V332100",2015,"V332100_L1833_1_P.jpg","merged","L1833",TRUE,2015,NA,435.3545,1,144.8033,0,1,220.1272,0,1,123.5476,0,10,10,16,13,NA,NA,0,NA,NA,0,360.9432,589.2707,621.0346,NA,649.4367,NA,470.9,316.35,10385.809,10500
"V332101",2016,"V332101_L1834_1_P.jpg","merged","L1834",TRUE,2016,NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,426.3801,631.206,531.6014,NA,656.0198,NA,469.95,317.3,10416.573,10500
"V332102",2017,"V332102_L1835_1_P.jpg","merged","L1835",TRUE,2017,NA,469.4353,1,268.881,0,1,372.0121,0,1,146.1095,0,10,10,18,13,6,234.4803,2,388.9602,NA,0,606.5789,529.5149,522.0086,NA,657.3355,NA,601.45,185.8,6158.221,6250
