"","LSPEC","CSTRAT","ISTRAT","YEAR","INT"
"2826","L3072",642.95,144.3,4814.331,5000
"2827","L3073",244.3,542.95,17723.775,17750
"2828","L3074",682.45,104.8,3535.206,3750
"2829","L3075",636.3,150.95,5029.677,5250
"2830","L3076",641.55,145.7,4859.667,5000
"2831","L3077",682.45,104.8,3535.206,3750
"2832","L3078",241.05,546.2,17829.019,18000
"2833","L3079",641.15,146.1,4872.62,5000
"2834","L3080",185.05,602.2,19642.462,19750
"2835","L3081",238.45,548.8,17913.215,18000
"2836","L3082",167.85,619.4,20199.448,20250
"2837","L3083",682.25,105,3541.683,3750
"2838","L3084",168.25,619,20186.495,20250
"2839","L3085",682.15,105.1,3544.921,3750
"2840","L3086",682.45,104.8,3535.206,3750
"2841","L3087",729.7,57.55,2005.114,2250
"2842","L3088",730.6,56.65,1975.97,2000
"2843","L3089",730.5,56.75,1979.208,2000
"2844","L3090",123.25,664,21643.725,21750
"2845","L3091",237.45,549.8,17945.598,18000
"2846","L3092",237.05,550.2,17958.551,18000
"2847","L3093",164.25,623,20316.026,20500
"2848","L3094",645.25,142,4739.85,4750
"2849","L3095",636.3,150.95,5029.677,5250
"2850","L3096",644.75,142.5,4756.042,5000
"2851","L3097",232.45,554.8,18107.512,18250
"2852","L3098",163.85,623.4,20328.979,20500
"2853","L3099",162.85,624.4,20361.362,20500
"2854","L3100",163.35,623.9,20345.171,20500
"2855","L3101",645.95,141.3,4717.182,4750
"2856","L3102",NA,NA,NA,NA
"2857","L3103",165.65,621.6,20270.69,20500
"2858","L3104",682.45,104.8,3535.206,3750
"2859","L3105",164.55,622.7,20306.311,20500
"2860","L3106",232.45,554.8,18107.512,18250
"2861","L3107",168.45,618.8,20180.018,20250
"2862","L3108",238.85,548.4,17900.262,18000
"2863","L3109",682.15,105.1,3544.921,3750
"2864","L3110",168.65,618.6,20173.541,20250
"2865","L3111",240.45,546.8,17848.449,18000
"2866","L3112",683.45,103.8,3502.824,3750
"2867","L3113",683.55,103.7,3499.585,3500
"2868","L3114",645.85,141.4,4720.421,4750
"2869","L3115",170.75,616.5,20105.537,20250
"2870","L3116",241.95,545.3,17799.875,18000
"2871","L3117",169.55,617.7,20144.397,20250
"2872","L3118",684.75,102.5,3460.726,3500
"2873","L3119",645.45,141.8,4733.374,4750
"2874","L3120",236.45,550.8,17977.981,18000
"2875","L3121",645.95,141.3,4717.182,4750
"2876","L3122",238.55,548.7,17909.977,18000
"2877","L3123",645.75,141.5,4723.659,4750
"2878","L3124",223.25,564,18405.435,18500
"2879","L3125",225.45,561.8,18334.193,18500
"2880","L3126",223.75,563.5,18389.244,18500
"2881","L3127",642.75,144.5,4820.808,5000
"2882","L3128",732.8,54.45,1904.727,2000
"2883","L3129",732.8,54.45,1904.727,2000
"2884","L3130",732.7,54.55,1907.966,2000
"2885","L3131",238.35,548.9,17916.453,18000
"2886","L3132",237.15,550.1,17955.313,18000
"2887","L3133",638.3,148.95,4964.912,5000
"2888","L3134",236.65,550.6,17971.504,18000
"2889","L3135",678.05,109.2,3677.691,3750
"2890","L3136",732,55.25,1930.634,2000
"2891","L3137",221.35,565.9,18466.962,18500
"2892","L3138",238.95,548.3,17897.023,18000
"2893","L3139",683.15,104.1,3512.538,3750
"2894","L3140",679.05,108.2,3645.308,3750
"2895","L3141",642.65,144.6,4824.046,5000
"2896","L3142",679.05,108.2,3645.308,3750
"2897","L3143",733,54.25,1898.251,2000
"2898","L3144",222.25,565,18437.818,18500
"2899","L3145",240.35,546.9,17851.687,18000
"2900","L3146",225.65,561.6,18327.716,18500
"2901","L3147",681.65,105.6,3561.113,3750
"2902","L3148",682.35,104.9,3538.445,3750
"2903","L3149",238.85,548.4,17900.262,18000
"2904","L3150",239.05,548.2,17893.785,18000
"2905","L3151",222.75,564.5,18421.626,18500
"2906","L3152",682.35,104.9,3538.445,3750
"2907","L3153",646.25,141,4707.467,4750
"2908","L3154",732.7,54.55,1907.966,2000
"2909","L3155",682.15,105.1,3544.921,3750
"2910","L3157",235.15,552.1,18020.078,18250
"2911","L3158",733.2,54.05,1891.774,2000
"2912","L3159",234.95,552.3,18026.555,18250
"2913","L3160",683.85,103.4,3489.87,3500
"2914","L3161",683.55,103.7,3499.585,3500
"2915","L3162",683.05,104.2,3515.777,3750
"2916","L3163",237.25,550,17952.074,18000
"2917","L3164",647.55,139.7,4665.37,4750
"2918","L3165",683.65,103.6,3496.347,3500
"2919","L3166",683.55,103.7,3499.585,3500
"2920","L3167",685.65,101.6,3431.581,3500
"2921","L3168",647.45,139.8,4668.608,4750
"2922","L3169",244,543.25,17733.49,17750
"2923","L3170",685.75,101.5,3428.343,3500
"2924","L3171",223.25,564,18405.435,18500
"2925","L3172",648.65,138.6,4629.748,4750
"2926","L3173",241.75,545.5,17806.351,18000
"2927","L3174",238.35,548.9,17916.453,18000
"2928","L3175",223.45,563.8,18398.958,18500
"2929","L3176",238.55,548.7,17909.977,18000
"2930","L3177",684.95,102.3,3454.249,3500
"2931","L3178",638.7,148.55,4951.958,5000
"2932","L3179",684.55,102.7,3467.202,3500
"2933","L3180",684.75,102.5,3460.726,3500
"2934","L3181",224.65,562.6,18360.099,18500
"2935","L3182",638.75,148.5,4950.339,5000
"2936","L3183",686.45,100.8,3405.675,3500
"2937","L3184",685.15,102.1,3447.773,3500
"2938","L3185",684.55,102.7,3467.202,3500
"2939","L3186",217.35,569.9,18596.494,18750
"2940","L3187",647.35,139.9,4671.846,4750
"2941","L3188",240.05,547.2,17861.402,18000
"2942","L3189",638.45,148.8,4960.054,5000
"2943","L3190",238.75,548.5,17903.5,18000
"2944","L3191",239.65,547.6,17874.355,18000
"2945","L3192",684.95,102.3,3454.249,3500
"2946","L3193",237.45,549.8,17945.598,18000
"2947","L3194",688.15,99.1,3350.624,3500
"2948","L3195",648.15,139.1,4645.94,4750
"2949","L3196",683.65,103.6,3496.347,3500
"2950","L3197",691.75,95.5,3234.045,3250
"2951","L3198",234.85,552.4,18029.793,18250
"2952","L3199",691.65,95.6,3237.284,3250
"2953","L3200",683.15,104.1,3512.538,3750
"2954","L3201",648.15,139.1,4645.94,4750
"2955","L3202",213.25,574,18729.264,18750
"2956","L3203",238.95,548.3,17897.023,18000
"2957","L3204",691.95,95.3,3227.569,3250
"2958","L3205",642.65,144.6,4824.046,5000
"2959","L3206",685.75,101.5,3428.343,3500
"2960","L3207",645.45,141.8,4733.374,4750
"2961","L3209",695.55,91.7,3110.99,3250
"2962","L3210",688.95,98.3,3324.718,3500
"2963","L3211",646.45,140.8,4700.991,4750
"2964","L3212",243,544.25,17765.873,18000
"2965","L3213",243.8,543.45,17739.966,17750
"2966","L3214",642.65,144.6,4824.046,5000
"2967","L3215",699.75,87.5,2974.982,3000
"2968","L3216",648.65,138.6,4629.748,4750
"2969","L3217",243.3,543.95,17756.158,18000
"2970","L3218",116.15,671.1,21873.644,22000
"2971","L3219",646.55,140.7,4697.753,4750
"2972","L3220",253.45,533.8,17427.471,17500
"2973","L3221",648.75,138.5,4626.51,4750
"2974","L3222",243.2,544.05,17759.396,18000
"2975","L3223",243.3,543.95,17756.158,18000
"2976","L3224",115.75,671.5,21886.597,22000
"2977","L3225",648.75,138.5,4626.51,4750
"2978","L3226",115.85,671.4,21883.359,22000
"2979","L3227",693.05,94.2,3191.948,3250
"2980","L3228",117.35,669.9,21834.784,22000
"2981","L3229",246,541.25,17668.724,17750
"2982","L3230",115.15,672.1,21906.027,22000
"2983","L3231",648.05,139.2,4649.178,4750
"2984","L3232",208.75,578.5,18874.987,19000
"2985","L3233",116.25,671,21870.405,22000
"2986","L3234",692.75,94.5,3201.663,3250
"2987","L3235",686.95,100.3,3389.483,3500
"2988","L3236",120.35,666.9,21737.636,21750
"2989","L3237",244.9,542.35,17704.345,17750
"2990","L3238",692.05,95.2,3224.331,3250
"2991","L3239",693.05,94.2,3191.948,3250
"2992","L3240",114.05,673.2,21941.648,22000
"2993","L3241",637.9,149.35,4977.865,5000
"2994","L3242",247,540.25,17636.341,17750
"2995","L3243",693.35,93.9,3182.233,3250
"2996","L3244",246,541.25,17668.724,17750
"2997","L3245",693.65,93.6,3172.518,3250
"2998","L3246",122.65,664.6,21663.155,21750
"2999","L3247",693.35,93.9,3182.233,3250
"3000","L3248",121.75,665.5,21692.299,21750
"3001","L3249",689.25,98,3315.003,3500
"3002","L3250",205.65,581.6,18975.374,19000
"3003","L3251",119.55,667.7,21763.542,22000
"3004","L3252",688.55,98.7,3337.671,3500
"3005","L3253",118.55,668.7,21795.925,22000
"3006","L3254",118.95,668.3,21782.972,22000
"3007","L3255",243.4,543.85,17752.919,18000
"3008","L3256",693.55,93.7,3175.756,3250
"3009","L3257",204.95,582.3,18998.042,19000
"3010","L3259",649.95,137.3,4587.651,4750
"3011","L3260",243,544.25,17765.873,18000
"3012","L3261",242.9,544.35,17769.111,18000
"3013","L3262",650.05,137.2,4584.412,4750
"3014","L3263",693.15,94.1,3188.709,3250
"3015","L3264",649.15,138.1,4613.557,4750
"3016","L3265",650.45,136.8,4571.459,4750
"3017","L3266",250.15,537.1,17534.335,17750
"3018","L3267",695.05,92.2,3127.182,3250
"3019","L3268",650.55,136.7,4568.221,4750
"3020","L3269",248.65,538.6,17582.909,17750
"3021","L3270",695.55,91.7,3110.99,3250
"3022","L3271",118.85,668.4,21786.21,22000
"3023","L3272",689.35,97.9,3311.764,3500
"3024","L3273",243.5,543.75,17749.681,17750
"3025","L3274",122.85,664.4,21656.678,21750
"3026","L3275",243,544.25,17765.873,18000
"3027","L3276",697.55,89.7,3046.225,3250
"3028","L3277",243.6,543.65,17746.443,17750
"3029","L3278",697.35,89.9,3052.701,3250
"3030","L3279",125.45,661.8,21572.483,21750
"3031","L3280",243.5,543.75,17749.681,17750
"3032","L3281",245.1,542.15,17697.869,17750
"3033","L3282",649.95,137.3,4587.651,4750
"3034","L3283",119.35,667.9,21770.018,22000
"3035","L3284",118.65,668.6,21792.686,22000
"3036","L3285",641.75,145.5,4853.191,5000
"3037","L3286",642.15,145.1,4840.237,5000
"3038","L3287",247.7,539.55,17613.673,17750
"3039","L3288",688.45,98.8,3340.909,3500
"3040","L3289",116.45,670.8,21863.929,22000
"3041","L3290",120.15,667.1,21744.112,21750
"3042","L3291",648.95,138.3,4620.034,4750
"3043","L3292",696.25,91,3088.322,3250
"3044","L3293",120.45,666.8,21734.397,21750
"3045","L3294",247.1,540.15,17633.103,17750
"3046","L3295",695.75,91.5,3104.514,3250
"3047","L3296",696.55,90.7,3078.607,3250
"3048","L3297",697.35,89.9,3052.701,3250
"3049","L3298",695.55,91.7,3110.99,3250
"3050","L3299",246.7,540.55,17646.056,17750
"3051","L3300",248.15,539.1,17599.101,17750
"3052","L3302",194.05,593.2,19351.016,19500
"3053","L3303",651.05,136.2,4552.03,4750
"3054","L3304",245.2,542.05,17694.63,17750
"3055","L3305",244.5,542.75,17717.298,17750
"3056","L3306",645.75,141.5,4723.659,4750
"3057","L3307",682.75,104.5,3525.492,3750
"3058","L3308",650.35,136.9,4574.698,4750
"3059","L3309",245.1,542.15,17697.869,17750
"3060","L3310",650.25,137,4577.936,4750
"3061","L3311",131.55,655.7,21374.947,21500
"3062","L3312",129.45,657.8,21442.951,21500
"3063","L3313",128.95,658.3,21459.143,21500
"3064","L3314",642.15,145.1,4840.237,5000
"3065","L3315",244.9,542.35,17704.345,17750
"3066","L3316",212.75,574.5,18745.455,18750
"3067","L3317",649.25,138,4610.319,4750
"3068","L3318",127.95,659.3,21491.525,21500
"3069","L3319",691.45,95.8,3243.76,3250
"3070","L3320",243.4,543.85,17752.919,18000
"3071","L3321",650.65,136.6,4564.983,4750
"3072","L3322",247.1,540.15,17633.103,17750
"3073","L3323",645.55,141.7,4730.135,4750
"3074","L3324",697.05,90.2,3062.416,3250
"3075","L3325",243.1,544.15,17762.634,18000
"3076","L3326",689.15,98.1,3318.241,3500
"3077","L3327",242.8,544.45,17772.349,18000
"3078","L3328",696.85,90.4,3068.893,3250
"3079","L3329",759.5,27.75,1040.104,1250
"3080","L3330",698.35,88.9,3020.318,3250
"3081","L3331",243.4,543.85,17752.919,18000
"3082","L3332",692.25,95,3217.854,3250
"3083","L3333",692.35,94.9,3214.616,3250
"3084","L3334",696.95,90.3,3065.654,3250
"3085","L3335",243,544.25,17765.873,18000
"3086","L3336",650.35,136.9,4574.698,4750
"3087","L3337",243,544.25,17765.873,18000
"3088","L3338",643.25,144,4804.616,5000
"3089","L3339",643.15,144.1,4807.854,5000
"3090","L3340",247.8,539.45,17610.435,17750
"3091","L3341",206.45,580.8,18949.468,19000
"3092","L3342",243.4,543.85,17752.919,18000
"3093","L3343",651.25,136,4545.553,4750
"3094","L3344",243.1,544.15,17762.634,18000
"3095","L3345",695.95,91.3,3098.037,3250
"3096","L3346",642.55,144.7,4827.284,5000
"3097","L3347",692.35,94.9,3214.616,3250
"3098","L3348",763.1,24.15,923.525,1000
"3099","L3349",243.7,543.55,17743.205,17750
"3100","L3350",651.15,136.1,4548.791,4750
"3101","L3351",651.55,135.7,4535.838,4750
"3102","L3352",651.15,136.1,4548.791,4750
"3103","L3353",204.35,582.9,19017.472,19250
"3104","L3354",131.75,655.5,21368.47,21500
"3105","L3355",242.35,544.9,17786.922,18000
"3106","L3357",130.65,656.6,21404.092,21500
"3107","L3358",131.65,655.6,21371.709,21500
"3108","L3359",693.75,93.5,3169.28,3250
"3109","L3360",651.35,135.9,4542.315,4750
"3110","L3361",135.15,652.1,21258.369,21500
"3111","L3362",248.25,539,17595.862,17750
"3112","L3363",130.15,657.1,21420.283,21500
"3113","L3364",207.55,579.7,18913.847,19000
"3114","L3365",651.15,136.1,4548.791,4750
"3115","L3366",127.95,659.3,21491.525,21500
"3116","L3367",212.45,574.8,18755.17,19000
"3117","L3368",211.05,576.2,18800.506,19000
"3118","L3369",692.95,94.3,3195.186,3250
"3119","L3370",652.35,134.9,4509.932,4750
"3120","L3371",128.15,659.1,21485.049,21500
"3121","L3372",243.2,544.05,17759.396,18000
"3122","L3373",689.25,98,3315.003,3500
"3123","L3374",764.3,22.95,884.666,1000
"3124","L3375",652.65,134.6,4500.217,4750
"3125","L3376",136.15,651.1,21225.986,21250
"3126","L3377",246.7,540.55,17646.056,17750
"3127","L3378",695.15,92.1,3123.944,3250
"3128","L3379",137.25,650,21190.365,21250
"3129","L3380",243.5,543.75,17749.681,17750
"3130","L3381",208.45,578.8,18884.702,19000
"3131","L3382",244.1,543.15,17730.251,17750
"3132","L3383",653.45,133.8,4474.311,4500
"3133","L3384",692.55,94.7,3208.139,3250
"3134","L3385",247.1,540.15,17633.103,17750
"3135","L3386",208.05,579.2,18897.655,19000
"3136","L3387",692.55,94.7,3208.139,3250
"3137","L3388",247.2,540.05,17629.864,17750
"3138","L3389",765.4,21.85,849.045,1000
"3139","L3390",129.85,657.4,21429.998,21500
"3140","L3391",133.85,653.4,21300.466,21500
"3141","L3392",248.25,539,17595.862,17750
"3142","L3393",701.25,86,2926.408,3000
"3143","L3394",652.45,134.8,4506.693,4750
"3144","L3395",773.8,13.45,577.028,750
"3145","L3396",136.65,650.6,21209.794,21250
"3146","L3397",245.9,541.35,17671.962,17750
"3147","L3398",774.8,12.45,544.645,750
"3148","L3399",700.65,86.6,2945.838,3000
"3149","L3400",652.65,134.6,4500.217,4750
"3150","L3401",245.2,542.05,17694.63,17750
"3151","L3402",127.45,659.8,21507.717,21750
"3152","L3403",245.1,542.15,17697.869,17750
"3153","L3405",700.55,86.7,2949.076,3000
"3154","L3406",769.2,18.05,725.99,750
"3155","L3407",771.4,15.85,654.747,750
"3156","L3408",701.95,85.3,2903.74,3000
"3157","L3409",682.35,104.9,3538.445,3750
"3158","L3410",253.45,533.8,17427.471,17500
"3159","L3411",769.2,18.05,725.99,750
"3160","L3412",217.65,569.6,18586.779,18750
"3161","L3413",769.8,17.45,706.56,750
"3162","L3414",703.55,83.7,2851.927,3000
"3163","L3415",652.55,134.7,4503.455,4750
"3164","L3416",702.45,84.8,2887.548,3000
"3165","L3417",769.5,17.75,716.275,750
"3166","L3418",251.35,535.9,17495.475,17500
"3167","L3419",251.45,535.8,17492.237,17500
"3168","L3420",703.75,83.5,2845.451,3000
"3169","L3421",703.35,83.9,2858.404,3000
"3170","L3422",702.45,84.8,2887.548,3000
"3171","L3423",646.65,140.6,4694.514,4750
"3172","L3424",702.65,84.6,2881.072,3000
"3173","L3425",654.15,133.1,4451.643,4500
"3174","L3426",703.45,83.8,2855.165,3000
"3175","L3427",702.95,84.3,2871.357,3000
"3176","L3428",654.2,133.05,4450.023,4500
"3177","L3429",252.95,534.3,17443.663,17500
"3178","L3430",215.95,571.3,18641.83,18750
"3179","L3431",703.25,84,2861.642,3000
"3180","L3432",251.55,535.7,17488.999,17500
"3181","L3433",252.55,534.7,17456.616,17500
"3182","L3434",703.35,83.9,2858.404,3000
"3183","L3435",253.65,533.6,17420.995,17500
"3184","L3436",513,274.25,9022.489,9250
"3185","L3437",215.05,572.2,18670.975,18750
"3186","L3438",215.25,572,18664.498,18750
"3187","L3439",214.95,572.3,18674.213,18750
"3188","L3440",210.75,576.5,18810.221,19000
"3189","L3441",211.65,575.6,18781.077,19000
"3190","L3442",135.85,651.4,21235.701,21250
"3191","L3443",135.65,651.6,21242.177,21250
"3192","L3444",511.5,275.75,9071.063,9250
"3193","L3445",256.45,530.8,17330.323,17500
"3194","L3446",651.55,135.7,4535.838,4750
"3195","L3447",135.45,651.8,21248.654,21250
"3196","L3448",135.45,651.8,21248.654,21250
"3197","L3449",135.95,651.3,21232.462,21250
"3198","L3450",513.1,274.15,9019.251,9250
"3199","L3451",644.25,143,4772.233,5000
"3200","L3452",138.25,649,21157.982,21250
"3201","L3453",139.35,647.9,21122.36,21250
"3202","L3454",257.2,530.05,17306.035,17500
"3203","L3455",512.7,274.55,9032.204,9250
"3204","L3457",513.6,273.65,9003.059,9250
"3205","L3458",218.05,569.2,18573.826,18750
"3206","L3459",512.7,274.55,9032.204,9250
"3207","L3460",145.05,642.2,20937.778,21000
"3208","L3461",253.15,534.1,17437.186,17500
"3209","L3462",252.05,535.2,17472.807,17500
"3210","L3463",216.75,570.5,18615.924,18750
"3211","L3464",656.6,130.65,4372.304,4500
"3212","L3465",149.95,637.3,20779.102,21000
"3213","L3466",158.45,628.8,20503.847,20750
"3214","L3467",256.15,531.1,17340.037,17500
"3215","L3468",216.85,570.4,18612.686,18750
"3216","L3469",513.1,274.15,9019.251,9250
"3217","L3470",641.25,146,4869.382,5000
"3218","L3471",642.65,144.6,4824.046,5000
"3219","L3472",641.05,146.2,4875.859,5000
"3220","L3473",154.75,632.5,20623.664,20750
"3221","L3474",217.45,569.8,18593.256,18750
"3222","L3475",148.25,639,20834.153,21000
"3223","L3476",256.95,530.3,17314.131,17500
"3224","L3477",152.45,634.8,20698.144,20750
"3225","L3478",513.9,273.35,8993.345,9000
"3226","L3479",218.45,568.8,18560.873,18750
"3227","L3480",513.8,273.45,8996.583,9000
"3228","L3481",257.2,530.05,17306.035,17500
"3229","L3482",251.45,535.8,17492.237,17500
"3230","L3483",514.1,273.15,8986.868,9000
"3231","L3484",655.7,131.55,4401.449,4500
"3232","L3485",683.35,103.9,3506.062,3750
"3233","L3486",220.25,567,18502.584,18750
"3234","L3487",249.85,537.4,17544.05,17750
"3235","L3488",639.85,147.4,4914.718,5000
"3236","L3489",641.15,146.1,4872.62,5000
"3237","L3490",640.75,146.5,4885.573,5000
"3238","L3491",143.05,644.2,21002.544,21250
"3239","L3492",143.55,643.7,20986.352,21000
"3240","L3493",138.25,649,21157.982,21250
"3241","L3494",639.85,147.4,4914.718,5000
"3242","L3495",660.3,126.95,4252.488,4500
"3243","L3496",137.65,649.6,21177.411,21250
"3244","L3497",683.25,104,3509.3,3750
"3245","L3498",512.2,275.05,9048.395,9250
"3246","L3499",218.45,568.8,18560.873,18750
"3247","L3500",218.95,568.3,18544.681,18750
"3248","L3501",658.6,128.65,4307.539,4500
"3249","L3502",682.65,104.6,3528.73,3750
"3250","L3503",685.85,101.4,3425.105,3500
"3251","L3504",218.55,568.7,18557.635,18750
"3252","L3505",249.65,537.6,17550.526,17750
"3253","L3506",684.05,103.2,3483.394,3500
"3254","L3507",140.85,646.4,21073.786,21250
"3255","L3508",516.6,270.65,8905.911,9000
"3256","L3509",516.9,270.35,8896.196,9000
"3257","L3511",219.15,568.1,18538.205,18750
"3258","L3512",258.5,528.75,17263.938,17500
"3259","L3513",660.3,126.95,4252.488,4500
"3260","L3514",218.85,568.4,18547.92,18750
"3261","L3515",659.7,127.55,4271.917,4500
"3262","L3516",257.25,530,17304.416,17500
"3263","L3517",683.15,104.1,3512.538,3750
"3264","L3518",219.05,568.2,18541.443,18750
"3265","L3519",685.85,101.4,3425.105,3500
"3266","L3520",685.45,101.8,3438.058,3500
"3267","L3521",684.95,102.3,3454.249,3500
"3268","L3522",657.8,129.45,4333.445,4500
"3269","L3523",516.5,270.75,8909.149,9000
"3270","L3524",143.55,643.7,20986.352,21000
"3271","L3525",154.05,633.2,20646.332,20750
"3272","L3526",155.75,631.5,20591.281,20750
"3273","L3527",153.35,633.9,20669,20750
"3274","L3528",682.85,104.4,3522.253,3750
"3275","L3529",252.55,534.7,17456.616,17500
"3276","L3530",252.75,534.5,17450.139,17500
"3277","L3531",219.35,567.9,18531.728,18750
"3278","L3532",143.55,643.7,20986.352,21000
"3279","L3533",221.55,565.7,18460.486,18500
"3280","L3534",685.05,102.2,3451.011,3500
"3281","L3535",685.25,102,3444.534,3500
"3282","L3536",685.05,102.2,3451.011,3500
"3283","L3537",515.9,271.35,8928.579,9000
"3284","L3538",221.95,565.3,18447.533,18500
"3285","L3539",682.65,104.6,3528.73,3750
"3286","L3540",152.25,635,20704.621,20750
"3287","L3541",248.35,538.9,17592.624,17750
"3288","L3542",147.35,639.9,20863.297,21000
"3289","L3543",683.85,103.4,3489.87,3500
"3290","L3544",248.35,538.9,17592.624,17750
"3291","L3545",685.85,101.4,3425.105,3500
"3292","L3546",685.85,101.4,3425.105,3500
"3293","L3547",682.95,104.3,3519.015,3750
"3294","L3548",664,123.25,4132.671,4250
"3295","L3549",222.15,565.1,18441.056,18500
"3296","L3550",663,124.25,4165.054,4250
"3297","L3551",665,122.25,4100.288,4250
