"LSPEC","CSTRAT","ISTRAT","YEAR","INT"
"L3070",681.95,105.3,3551.398,3750
"L3071",242.5,544.75,17782.064,18000
"L3072",642.95,144.3,4814.331,5000
"L3073",244.3,542.95,17723.775,17750
"L3074",682.45,104.8,3535.206,3750
"L3075",636.3,150.95,5029.677,5250
"L3076",641.55,145.7,4859.667,5000
"L3077",682.45,104.8,3535.206,3750
"L3078",241.05,546.2,17829.019,18000
"L3079",641.15,146.1,4872.62,5000
"L3080",185.05,602.2,19642.462,19750
"L3081",238.45,548.8,17913.215,18000
"L3082",167.85,619.4,20199.448,20250
"L3083",682.25,105,3541.683,3750
"L3084",168.25,619,20186.495,20250
"L3085",682.15,105.1,3544.921,3750
"L3086",682.45,104.8,3535.206,3750
"L3087",729.7,57.55,2005.114,2250
"L3088",730.6,56.65,1975.97,2000
"L3089",730.5,56.75,1979.208,2000
"L3090",123.25,664,21643.725,21750
"L3091",237.45,549.8,17945.598,18000
"L3092",237.05,550.2,17958.551,18000
"L3093",164.25,623,20316.026,20500
"L3094",645.25,142,4739.85,4750
"L3095",636.3,150.95,5029.677,5250
"L3096",644.75,142.5,4756.042,5000
"L3097",232.45,554.8,18107.512,18250
"L3098",163.85,623.4,20328.979,20500
"L3099",162.85,624.4,20361.362,20500
"L3100",163.35,623.9,20345.171,20500
"L3101",645.95,141.3,4717.182,4750
"L3102",NA,NA,NA,NA
"L3103",165.65,621.6,20270.69,20500
"L3104",682.45,104.8,3535.206,3750
"L3105",164.55,622.7,20306.311,20500
"L3106",232.45,554.8,18107.512,18250
"L3107",168.45,618.8,20180.018,20250
"L3108",238.85,548.4,17900.262,18000
"L3109",682.15,105.1,3544.921,3750
"L3110",168.65,618.6,20173.541,20250
"L3111",240.45,546.8,17848.449,18000
"L3112",683.45,103.8,3502.824,3750
"L3113",683.55,103.7,3499.585,3500
"L3114",645.85,141.4,4720.421,4750
"L3115",170.75,616.5,20105.537,20250
"L3116",241.95,545.3,17799.875,18000
"L3117",169.55,617.7,20144.397,20250
"L3118",684.75,102.5,3460.726,3500
"L3119",645.45,141.8,4733.374,4750
"L3120",236.45,550.8,17977.981,18000
"L3121",645.95,141.3,4717.182,4750
"L3122",238.55,548.7,17909.977,18000
"L3123",645.75,141.5,4723.659,4750
"L3124",223.25,564,18405.435,18500
"L3125",225.45,561.8,18334.193,18500
"L3126",223.75,563.5,18389.244,18500
"L3127",642.75,144.5,4820.808,5000
"L3128",732.8,54.45,1904.727,2000
"L3129",732.8,54.45,1904.727,2000
"L3130",732.7,54.55,1907.966,2000
"L3131",238.35,548.9,17916.453,18000
"L3132",237.15,550.1,17955.313,18000
"L3133",638.3,148.95,4964.912,5000
"L3134",236.65,550.6,17971.504,18000
"L3135",678.05,109.2,3677.691,3750
"L3136",732,55.25,1930.634,2000
"L3137",221.35,565.9,18466.962,18500
"L3138",238.95,548.3,17897.023,18000
"L3139",683.15,104.1,3512.538,3750
"L3140",679.05,108.2,3645.308,3750
"L3141",642.65,144.6,4824.046,5000
"L3142",679.05,108.2,3645.308,3750
"L3143",733,54.25,1898.251,2000
"L3144",222.25,565,18437.818,18500
"L3145",240.35,546.9,17851.687,18000
"L3146",225.65,561.6,18327.716,18500
"L3147",681.65,105.6,3561.113,3750
"L3148",682.35,104.9,3538.445,3750
"L3149",238.85,548.4,17900.262,18000
"L3150",239.05,548.2,17893.785,18000
"L3151",222.75,564.5,18421.626,18500
"L3152",682.35,104.9,3538.445,3750
"L3153",646.25,141,4707.467,4750
"L3154",732.7,54.55,1907.966,2000
"L3155",682.15,105.1,3544.921,3750
"L3157",235.15,552.1,18020.078,18250
"L3158",733.2,54.05,1891.774,2000
"L3159",234.95,552.3,18026.555,18250
"L3160",683.85,103.4,3489.87,3500
"L3161",683.55,103.7,3499.585,3500
"L3162",683.05,104.2,3515.777,3750
"L3163",237.25,550,17952.074,18000
"L3164",647.55,139.7,4665.37,4750
"L3165",683.65,103.6,3496.347,3500
"L3166",683.55,103.7,3499.585,3500
"L3167",685.65,101.6,3431.581,3500
"L3168",647.45,139.8,4668.608,4750
"L3169",244,543.25,17733.49,17750
"L3170",685.75,101.5,3428.343,3500
"L3171",223.25,564,18405.435,18500
"L3172",648.65,138.6,4629.748,4750
"L3173",241.75,545.5,17806.351,18000
"L3174",238.35,548.9,17916.453,18000
"L3175",223.45,563.8,18398.958,18500
"L3176",238.55,548.7,17909.977,18000
"L3177",684.95,102.3,3454.249,3500
"L3178",638.7,148.55,4951.958,5000
"L3179",684.55,102.7,3467.202,3500
"L3180",684.75,102.5,3460.726,3500
"L3181",224.65,562.6,18360.099,18500
"L3182",638.75,148.5,4950.339,5000
"L3183",686.45,100.8,3405.675,3500
"L3184",685.15,102.1,3447.773,3500
"L3185",684.55,102.7,3467.202,3500
"L3186",217.35,569.9,18596.494,18750
"L3187",647.35,139.9,4671.846,4750
"L3188",240.05,547.2,17861.402,18000
"L3189",638.45,148.8,4960.054,5000
"L3190",238.75,548.5,17903.5,18000
"L3191",239.65,547.6,17874.355,18000
"L3192",684.95,102.3,3454.249,3500
"L3193",237.45,549.8,17945.598,18000
"L3194",688.15,99.1,3350.624,3500
"L3195",648.15,139.1,4645.94,4750
"L3196",683.65,103.6,3496.347,3500
"L3197",691.75,95.5,3234.045,3250
"L3198",234.85,552.4,18029.793,18250
"L3199",691.65,95.6,3237.284,3250
"L3200",683.15,104.1,3512.538,3750
"L3201",648.15,139.1,4645.94,4750
"L3202",213.25,574,18729.264,18750
"L3203",238.95,548.3,17897.023,18000
"L3204",691.95,95.3,3227.569,3250
"L3205",642.65,144.6,4824.046,5000
"L3206",685.75,101.5,3428.343,3500
"L3207",645.45,141.8,4733.374,4750
"L3209",695.55,91.7,3110.99,3250
"L3210",688.95,98.3,3324.718,3500
"L3211",646.45,140.8,4700.991,4750
"L3212",243,544.25,17765.873,18000
"L3213",243.8,543.45,17739.966,17750
"L3214",642.65,144.6,4824.046,5000
"L3215",699.75,87.5,2974.982,3000
"L3216",648.65,138.6,4629.748,4750
"L3217",243.3,543.95,17756.158,18000
"L3218",116.15,671.1,21873.644,22000
"L3219",646.55,140.7,4697.753,4750
"L3220",253.45,533.8,17427.471,17500
"L3221",648.75,138.5,4626.51,4750
"L3222",243.2,544.05,17759.396,18000
"L3223",243.3,543.95,17756.158,18000
"L3224",115.75,671.5,21886.597,22000
"L3225",648.75,138.5,4626.51,4750
"L3226",115.85,671.4,21883.359,22000
"L3227",693.05,94.2,3191.948,3250
"L3228",117.35,669.9,21834.784,22000
"L3229",246,541.25,17668.724,17750
"L3230",115.15,672.1,21906.027,22000
"L3231",648.05,139.2,4649.178,4750
"L3232",208.75,578.5,18874.987,19000
"L3233",116.25,671,21870.405,22000
"L3234",692.75,94.5,3201.663,3250
"L3235",686.95,100.3,3389.483,3500
"L3236",120.35,666.9,21737.636,21750
"L3237",244.9,542.35,17704.345,17750
"L3238",692.05,95.2,3224.331,3250
"L3239",693.05,94.2,3191.948,3250
"L3240",114.05,673.2,21941.648,22000
"L3241",637.9,149.35,4977.865,5000
"L3242",247,540.25,17636.341,17750
"L3243",693.35,93.9,3182.233,3250
"L3244",246,541.25,17668.724,17750
"L3245",693.65,93.6,3172.518,3250
"L3246",122.65,664.6,21663.155,21750
"L3247",693.35,93.9,3182.233,3250
"L3248",121.75,665.5,21692.299,21750
"L3249",689.25,98,3315.003,3500
"L3250",205.65,581.6,18975.374,19000
"L3251",119.55,667.7,21763.542,22000
"L3252",688.55,98.7,3337.671,3500
"L3253",118.55,668.7,21795.925,22000
"L3254",118.95,668.3,21782.972,22000
"L3255",243.4,543.85,17752.919,18000
"L3256",693.55,93.7,3175.756,3250
"L3257",204.95,582.3,18998.042,19000
"L3259",649.95,137.3,4587.651,4750
"L3260",243,544.25,17765.873,18000
"L3261",242.9,544.35,17769.111,18000
"L3262",650.05,137.2,4584.412,4750
"L3263",693.15,94.1,3188.709,3250
"L3264",649.15,138.1,4613.557,4750
"L3265",650.45,136.8,4571.459,4750
"L3266",250.15,537.1,17534.335,17750
"L3267",695.05,92.2,3127.182,3250
"L3268",650.55,136.7,4568.221,4750
"L3269",248.65,538.6,17582.909,17750
"L3270",695.55,91.7,3110.99,3250
"L3271",118.85,668.4,21786.21,22000
"L3272",689.35,97.9,3311.764,3500
"L3273",243.5,543.75,17749.681,17750
"L3274",122.85,664.4,21656.678,21750
"L3275",243,544.25,17765.873,18000
"L3276",697.55,89.7,3046.225,3250
"L3277",243.6,543.65,17746.443,17750
"L3278",697.35,89.9,3052.701,3250
"L3279",125.45,661.8,21572.483,21750
"L3280",243.5,543.75,17749.681,17750
"L3281",245.1,542.15,17697.869,17750
"L3282",649.95,137.3,4587.651,4750
"L3283",119.35,667.9,21770.018,22000
"L3284",118.65,668.6,21792.686,22000
"L3285",641.75,145.5,4853.191,5000
"L3286",642.15,145.1,4840.237,5000
"L3287",247.7,539.55,17613.673,17750
"L3288",688.45,98.8,3340.909,3500
"L3289",116.45,670.8,21863.929,22000
"L3290",120.15,667.1,21744.112,21750
"L3291",648.95,138.3,4620.034,4750
"L3292",696.25,91,3088.322,3250
"L3293",120.45,666.8,21734.397,21750
"L3294",247.1,540.15,17633.103,17750
"L3295",695.75,91.5,3104.514,3250
"L3296",696.55,90.7,3078.607,3250
"L3297",697.35,89.9,3052.701,3250
"L3298",695.55,91.7,3110.99,3250
"L3299",246.7,540.55,17646.056,17750
"L3300",248.15,539.1,17599.101,17750
"L3302",194.05,593.2,19351.016,19500
"L3303",651.05,136.2,4552.03,4750
"L3304",245.2,542.05,17694.63,17750
"L3305",244.5,542.75,17717.298,17750
"L3306",645.75,141.5,4723.659,4750
"L3307",682.75,104.5,3525.492,3750
"L3308",650.35,136.9,4574.698,4750
"L3309",245.1,542.15,17697.869,17750
"L3310",650.25,137,4577.936,4750
"L3311",131.55,655.7,21374.947,21500
"L3312",129.45,657.8,21442.951,21500
"L3313",128.95,658.3,21459.143,21500
"L3314",642.15,145.1,4840.237,5000
"L3315",244.9,542.35,17704.345,17750
"L3316",212.75,574.5,18745.455,18750
"L3317",649.25,138,4610.319,4750
"L3318",127.95,659.3,21491.525,21500
"L3319",691.45,95.8,3243.76,3250
"L3320",243.4,543.85,17752.919,18000
"L3321",650.65,136.6,4564.983,4750
"L3322",247.1,540.15,17633.103,17750
"L3323",645.55,141.7,4730.135,4750
"L3324",697.05,90.2,3062.416,3250
"L3325",243.1,544.15,17762.634,18000
"L3326",689.15,98.1,3318.241,3500
"L3327",242.8,544.45,17772.349,18000
"L3328",696.85,90.4,3068.893,3250
"L3329",759.5,27.75,1040.104,1250
"L3330",698.35,88.9,3020.318,3250
"L3331",243.4,543.85,17752.919,18000
"L3332",692.25,95,3217.854,3250
"L3333",692.35,94.9,3214.616,3250
"L3334",696.95,90.3,3065.654,3250
"L3335",243,544.25,17765.873,18000
"L3336",650.35,136.9,4574.698,4750
"L3337",243,544.25,17765.873,18000
"L3338",643.25,144,4804.616,5000
"L3339",643.15,144.1,4807.854,5000
"L3340",247.8,539.45,17610.435,17750
"L3341",206.45,580.8,18949.468,19000
"L3342",243.4,543.85,17752.919,18000
"L3343",651.25,136,4545.553,4750
"L3344",243.1,544.15,17762.634,18000
"L3345",695.95,91.3,3098.037,3250
"L3346",642.55,144.7,4827.284,5000
"L3347",692.35,94.9,3214.616,3250
"L3348",763.1,24.15,923.525,1000
"L3349",243.7,543.55,17743.205,17750
"L3350",651.15,136.1,4548.791,4750
"L3351",651.55,135.7,4535.838,4750
"L3352",651.15,136.1,4548.791,4750
"L3353",204.35,582.9,19017.472,19250
"L3354",131.75,655.5,21368.47,21500
"L3355",242.35,544.9,17786.922,18000
"L3357",130.65,656.6,21404.092,21500
"L3358",131.65,655.6,21371.709,21500
"L3359",693.75,93.5,3169.28,3250
"L3360",651.35,135.9,4542.315,4750
"L3361",135.15,652.1,21258.369,21500
"L3362",248.25,539,17595.862,17750
"L3363",130.15,657.1,21420.283,21500
"L3364",207.55,579.7,18913.847,19000
"L3365",651.15,136.1,4548.791,4750
"L3366",127.95,659.3,21491.525,21500
"L3367",212.45,574.8,18755.17,19000
"L3368",211.05,576.2,18800.506,19000
"L3369",692.95,94.3,3195.186,3250
"L3370",652.35,134.9,4509.932,4750
"L3371",128.15,659.1,21485.049,21500
"L3372",243.2,544.05,17759.396,18000
"L3373",689.25,98,3315.003,3500
"L3374",764.3,22.95,884.666,1000
"L3375",652.65,134.6,4500.217,4750
"L3376",136.15,651.1,21225.986,21250
"L3377",246.7,540.55,17646.056,17750
"L3378",695.15,92.1,3123.944,3250
"L3379",137.25,650,21190.365,21250
"L3380",243.5,543.75,17749.681,17750
"L3381",208.45,578.8,18884.702,19000
"L3382",244.1,543.15,17730.251,17750
"L3383",653.45,133.8,4474.311,4500
"L3384",692.55,94.7,3208.139,3250
"L3385",247.1,540.15,17633.103,17750
"L3386",208.05,579.2,18897.655,19000
"L3387",692.55,94.7,3208.139,3250
"L3388",247.2,540.05,17629.864,17750
"L3389",765.4,21.85,849.045,1000
"L3390",129.85,657.4,21429.998,21500
"L3391",133.85,653.4,21300.466,21500
"L3392",248.25,539,17595.862,17750
"L3393",701.25,86,2926.408,3000
"L3394",652.45,134.8,4506.693,4750
"L3395",773.8,13.45,577.028,750
"L3396",136.65,650.6,21209.794,21250
"L3397",245.9,541.35,17671.962,17750
"L3398",774.8,12.45,544.645,750
"L3399",700.65,86.6,2945.838,3000
"L3400",652.65,134.6,4500.217,4750
"L3401",245.2,542.05,17694.63,17750
"L3402",127.45,659.8,21507.717,21750
"L3403",245.1,542.15,17697.869,17750
"L3405",700.55,86.7,2949.076,3000
"L3406",769.2,18.05,725.99,750
"L3407",771.4,15.85,654.747,750
"L3408",701.95,85.3,2903.74,3000
"L3409",682.35,104.9,3538.445,3750
"L3410",253.45,533.8,17427.471,17500
"L3411",769.2,18.05,725.99,750
"L3412",217.65,569.6,18586.779,18750
"L3413",769.8,17.45,706.56,750
"L3414",703.55,83.7,2851.927,3000
"L3415",652.55,134.7,4503.455,4750
"L3416",702.45,84.8,2887.548,3000
"L3417",769.5,17.75,716.275,750
"L3418",251.35,535.9,17495.475,17500
"L3419",251.45,535.8,17492.237,17500
"L3420",703.75,83.5,2845.451,3000
"L3421",703.35,83.9,2858.404,3000
"L3422",702.45,84.8,2887.548,3000
"L3423",646.65,140.6,4694.514,4750
"L3424",702.65,84.6,2881.072,3000
"L3425",654.15,133.1,4451.643,4500
"L3426",703.45,83.8,2855.165,3000
"L3427",702.95,84.3,2871.357,3000
"L3428",654.2,133.05,4450.023,4500
"L3429",252.95,534.3,17443.663,17500
"L3430",215.95,571.3,18641.83,18750
"L3431",703.25,84,2861.642,3000
"L3432",251.55,535.7,17488.999,17500
"L3433",252.55,534.7,17456.616,17500
"L3434",703.35,83.9,2858.404,3000
"L3435",253.65,533.6,17420.995,17500
"L3436",513,274.25,9022.489,9250
"L3437",215.05,572.2,18670.975,18750
"L3438",215.25,572,18664.498,18750
"L3439",214.95,572.3,18674.213,18750
"L3440",210.75,576.5,18810.221,19000
"L3441",211.65,575.6,18781.077,19000
"L3442",135.85,651.4,21235.701,21250
"L3443",135.65,651.6,21242.177,21250
"L3444",511.5,275.75,9071.063,9250
"L3445",256.45,530.8,17330.323,17500
"L3446",651.55,135.7,4535.838,4750
"L3447",135.45,651.8,21248.654,21250
"L3448",135.45,651.8,21248.654,21250
"L3449",135.95,651.3,21232.462,21250
"L3450",513.1,274.15,9019.251,9250
"L3451",644.25,143,4772.233,5000
"L3452",138.25,649,21157.982,21250
"L3453",139.35,647.9,21122.36,21250
"L3454",257.2,530.05,17306.035,17500
"L3455",512.7,274.55,9032.204,9250
"L3457",513.6,273.65,9003.059,9250
"L3458",218.05,569.2,18573.826,18750
"L3459",512.7,274.55,9032.204,9250
"L3460",145.05,642.2,20937.778,21000
"L3461",253.15,534.1,17437.186,17500
"L3462",252.05,535.2,17472.807,17500
"L3463",216.75,570.5,18615.924,18750
"L3464",656.6,130.65,4372.304,4500
"L3465",149.95,637.3,20779.102,21000
"L3466",158.45,628.8,20503.847,20750
"L3467",256.15,531.1,17340.037,17500
"L3468",216.85,570.4,18612.686,18750
"L3469",513.1,274.15,9019.251,9250
"L3470",641.25,146,4869.382,5000
"L3471",642.65,144.6,4824.046,5000
"L3472",641.05,146.2,4875.859,5000
"L3473",154.75,632.5,20623.664,20750
"L3474",217.45,569.8,18593.256,18750
"L3475",148.25,639,20834.153,21000
"L3476",256.95,530.3,17314.131,17500
"L3477",152.45,634.8,20698.144,20750
"L3478",513.9,273.35,8993.345,9000
"L3479",218.45,568.8,18560.873,18750
"L3480",513.8,273.45,8996.583,9000
"L3481",257.2,530.05,17306.035,17500
"L3482",251.45,535.8,17492.237,17500
"L3483",514.1,273.15,8986.868,9000
"L3484",655.7,131.55,4401.449,4500
"L3485",683.35,103.9,3506.062,3750
"L3486",220.25,567,18502.584,18750
"L3487",249.85,537.4,17544.05,17750
"L3488",639.85,147.4,4914.718,5000
"L3489",641.15,146.1,4872.62,5000
"L3490",640.75,146.5,4885.573,5000
"L3491",143.05,644.2,21002.544,21250
"L3492",143.55,643.7,20986.352,21000
"L3493",138.25,649,21157.982,21250
"L3494",639.85,147.4,4914.718,5000
"L3495",660.3,126.95,4252.488,4500
"L3496",137.65,649.6,21177.411,21250
"L3497",683.25,104,3509.3,3750
"L3498",512.2,275.05,9048.395,9250
"L3499",218.45,568.8,18560.873,18750
"L3500",218.95,568.3,18544.681,18750
"L3501",658.6,128.65,4307.539,4500
"L3502",682.65,104.6,3528.73,3750
"L3503",685.85,101.4,3425.105,3500
"L3504",218.55,568.7,18557.635,18750
"L3505",249.65,537.6,17550.526,17750
"L3506",684.05,103.2,3483.394,3500
"L3507",140.85,646.4,21073.786,21250
"L3508",516.6,270.65,8905.911,9000
"L3509",516.9,270.35,8896.196,9000
"L3511",219.15,568.1,18538.205,18750
"L3512",258.5,528.75,17263.938,17500
"L3513",660.3,126.95,4252.488,4500
"L3514",218.85,568.4,18547.92,18750
"L3515",659.7,127.55,4271.917,4500
"L3516",257.25,530,17304.416,17500
"L3517",683.15,104.1,3512.538,3750
"L3518",219.05,568.2,18541.443,18750
"L3519",685.85,101.4,3425.105,3500
"L3520",685.45,101.8,3438.058,3500
"L3521",684.95,102.3,3454.249,3500
"L3522",657.8,129.45,4333.445,4500
"L3523",516.5,270.75,8909.149,9000
"L3524",143.55,643.7,20986.352,21000
"L3525",154.05,633.2,20646.332,20750
"L3526",155.75,631.5,20591.281,20750
"L3527",153.35,633.9,20669,20750
"L3528",682.85,104.4,3522.253,3750
"L3529",252.55,534.7,17456.616,17500
"L3530",252.75,534.5,17450.139,17500
"L3531",219.35,567.9,18531.728,18750
"L3532",143.55,643.7,20986.352,21000
"L3533",221.55,565.7,18460.486,18500
"L3534",685.05,102.2,3451.011,3500
"L3535",685.25,102,3444.534,3500
"L3536",685.05,102.2,3451.011,3500
"L3537",515.9,271.35,8928.579,9000
"L3538",221.95,565.3,18447.533,18500
"L3539",682.65,104.6,3528.73,3750
"L3540",152.25,635,20704.621,20750
"L3541",248.35,538.9,17592.624,17750
"L3542",147.35,639.9,20863.297,21000
"L3543",683.85,103.4,3489.87,3500
"L3544",248.35,538.9,17592.624,17750
"L3545",685.85,101.4,3425.105,3500
"L3546",685.85,101.4,3425.105,3500
"L3547",682.95,104.3,3519.015,3750
"L3548",664,123.25,4132.671,4250
"L3549",222.15,565.1,18441.056,18500
"L3550",663,124.25,4165.054,4250
"L3551",665,122.25,4100.288,4250
"L3552",685.85,101.4,3425.105,3500
"L3553",220.35,566.9,18499.345,18500
"L3554",516.5,270.75,8909.149,9000
"L3555",219.15,568.1,18538.205,18750
"L3556",683.15,104.1,3512.538,3750
"L3557",661.6,125.65,4210.39,4250
"L3558",157.85,629.4,20523.277,20750
"L3559",686.25,101,3412.151,3500
"L3560",221.95,565.3,18447.533,18500
"L3561",218.25,569,18567.349,18750
"L3562",220.15,567.1,18505.822,18750
"L3563",217.85,569.4,18580.303,18750
"L3565",687.95,99.3,3357.1,3500
"L3566",661,126.25,4229.82,4250
"L3567",661,126.25,4229.82,4250
"L3568",251.55,535.7,17488.999,17500
"L3569",518.2,269.05,8854.098,9000
"L3570",662.4,124.85,4184.484,4250
"L3571",217.85,569.4,18580.303,18750
"L3572",218.15,569.1,18570.588,18750
"L3573",685.55,101.7,3434.819,3500
"L3574",517.5,269.75,8876.766,9000
"L3575",250.35,536.9,17527.858,17750
"L3576",686.55,100.7,3402.437,3500
"L3577",220.65,566.6,18489.63,18500
"L3578",167.45,619.8,20212.401,20250
"L3579",167.35,619.9,20215.639,20250
"L3580",660.4,126.85,4249.249,4250
"L3581",664.1,123.15,4129.433,4250
"L3582",662.9,124.35,4168.292,4250
"L3583",167.55,619.7,20209.163,20250
"L3584",223.05,564.2,18411.912,18500
"L3585",222.45,564.8,18431.341,18500
"L3586",256.75,530.5,17320.608,17500
"L3587",518.2,269.05,8854.098,9000
"L3588",223.75,563.5,18389.244,18500
"L3589",222.65,564.6,18424.865,18500
"L3590",663.5,123.75,4148.862,4250
"L3591",663.5,123.75,4148.862,4250
"L3592",222.55,564.7,18428.103,18500
"L3593",688.25,99,3347.386,3500
"L3594",687.15,100.1,3383.007,3500
"L3595",220.65,566.6,18489.63,18500
"L3596",688.45,98.8,3340.909,3500
"L3597",518.7,268.55,8837.907,9000
"L3598",663.3,123.95,4155.339,4250
"L3599",518.6,268.65,8841.145,9000
"L3600",689.05,98.2,3321.479,3500
"L3601",662.6,124.65,4178.007,4250
"L3602",519.7,267.55,8805.524,9000
"L3603",688.65,98.6,3334.432,3500
"L3604",663.5,123.75,4148.862,4250
"L3605",660.9,126.35,4233.058,4250
"L3606",689.05,98.2,3321.479,3500
"L3607",516.6,270.65,8905.911,9000
"L3608",688.75,98.5,3331.194,3500
"L3609",662.8,124.45,4171.53,4250
"L3610",688.65,98.6,3334.432,3500
"L3612",660.7,126.55,4239.535,4250
"L3613",688.45,98.8,3340.909,3500
"L3614",661.5,125.75,4213.628,4250
"L3615",661.4,125.85,4216.866,4250
"L3616",222.45,564.8,18431.341,18500
"L3617",222.45,564.8,18431.341,18500
"L3618",222.95,564.3,18415.15,18500
"L3619",167.65,619.6,20205.924,20250
"L3620",222.65,564.6,18424.865,18500
"L3621",224.05,563.2,18379.529,18500
"L3622",223.55,563.7,18395.72,18500
"L3623",688.25,99,3347.386,3500
"L3624",688.65,98.6,3334.432,3500
"L3625",169.55,617.7,20144.397,20250
"L3626",688.55,98.7,3337.671,3500
"L3627",662.6,124.65,4178.007,4250
"L3628",518.8,268.45,8834.668,9000
"L3629",223.05,564.2,18411.912,18500
"L3630",689.15,98.1,3318.241,3500
"L3631",519.6,267.65,8808.762,9000
"L3632",168.15,619.1,20189.733,20250
"L3633",222.75,564.5,18421.626,18500
"L3634",660.6,126.65,4242.773,4250
"L3635",222.35,564.9,18434.58,18500
"L3636",688.95,98.3,3324.718,3500
"L3637",169.65,617.6,20141.158,20250
"L3638",688.85,98.4,3327.956,3500
"L3639",651.55,135.7,4535.838,4750
"L3640",251.75,535.5,17482.522,17500
"L3641",688.65,98.6,3334.432,3500
"L3642",222.25,565,18437.818,18500
"L3643",252.15,535.1,17469.569,17500
"L3644",690.35,96.9,3279.381,3500
"L3645",662.4,124.85,4184.484,4250
"L3646",662.5,124.75,4181.245,4250
"L3647",254.75,532.5,17385.374,17500
"L3648",167.55,619.7,20209.163,20250
"L3649",254.25,533,17401.565,17500
"L3650",223.05,564.2,18411.912,18500
"L3651",519.7,267.55,8805.524,9000
"L3652",169.95,617.3,20131.444,20250
"L3653",682.55,104.7,3531.968,3750
"L3654",683.15,104.1,3512.538,3750
"L3655",685.05,102.2,3451.011,3500
"L3656",220.55,566.7,18492.869,18500
"L3657",660.3,126.95,4252.488,4500
"L3658",255.45,531.8,17362.706,17500
"L3659",228.55,558.7,18233.806,18250
"L3660",228.05,559.2,18249.997,18250
"L3661",689.15,98.1,3318.241,3500
"L3662",689.95,97.3,3292.335,3500
"L3663",689.95,97.3,3292.335,3500
"L3665",661.4,125.85,4216.866,4250
"L3666",691.45,95.8,3243.76,3250
"L3667",692.05,95.2,3224.331,3250
"L3668",692.45,94.8,3211.377,3250
"L3669",520.2,267.05,8789.332,9000
"L3670",691.15,96.1,3253.475,3500
"L3671",692.45,94.8,3211.377,3250
"L3672",227.75,559.5,18259.712,18500
"L3673",693.25,94,3185.471,3250
"L3674",227.05,560.2,18282.38,18500
"L3675",252.15,535.1,17469.569,17500
"L3676",662.4,124.85,4184.484,4250
"L3677",663.9,123.35,4135.909,4250
"L3678",692.45,94.8,3211.377,3250
"L3679",228.55,558.7,18233.806,18250
"L3680",693.45,93.8,3178.994,3250
"L3681",694.25,93,3153.088,3250
"L3682",172.95,614.3,20034.295,20250
"L3683",225.55,561.7,18330.954,18500
"L3684",254.25,533,17401.565,17500
"L3685",660.9,126.35,4233.058,4250
"L3686",226.45,560.8,18301.81,18500
"L3687",695.35,91.9,3117.467,3250
"L3688",661.4,125.85,4216.866,4250
"L3689",693.95,93.3,3162.803,3250
"L3690",693.85,93.4,3166.041,3250
"L3691",256.85,530.4,17317.369,17500
"L3692",228.65,558.6,18230.567,18250
"L3693",227.15,560.1,18279.142,18500
"L3694",173.05,614.2,20031.057,20250
"L3695",172.85,614.4,20037.533,20250
"L3696",226.15,561.1,18311.525,18500
"L3697",661.1,126.15,4226.581,4250
"L3698",666.2,121.05,4061.429,4250
"L3699",172.85,614.4,20037.533,20250
"L3700",695.45,91.8,3114.229,3250
"L3701",257.25,530,17304.416,17500
"L3702",228.45,558.8,18237.044,18250
"L3703",228.65,558.6,18230.567,18250
"L3704",171.85,615.4,20069.916,20250
"L3705",173.05,614.2,20031.057,20250
"L3706",693.85,93.4,3166.041,3250
"L3707",691.45,95.8,3243.76,3250
"L3708",702.45,84.8,2887.548,3000
"L3709",176.15,611.1,19930.67,20000
"L3710",254.25,533,17401.565,17500
"L3711",224.65,562.6,18360.099,18500
"L3712",693.85,93.4,3166.041,3250
"L3713",694.05,93.2,3159.565,3250
"L3714",174.25,613,19992.197,20000
"L3715",253.25,534,17433.948,17500
"L3716",174.45,612.8,19985.721,20000
"L3717",228.65,558.6,18230.567,18250
"L3718",690.95,96.3,3259.952,3500
"L3719",228.65,558.6,18230.567,18250
"L3720",229.25,558,18211.138,18250
"L3721",175.15,612.1,19963.053,20000
"L3722",660.4,126.85,4249.249,4250
"L3723",175.55,611.7,19950.099,20000
"L3724",664.6,122.65,4113.241,4250
"L3725",692.85,94.4,3198.424,3250
"L3726",695.75,91.5,3104.514,3250
"L3727",666.9,120.35,4038.761,4250
"L3728",693.95,93.3,3162.803,3250
"L3729",175.85,611.4,19940.385,20000
"L3730",258.3,528.95,17270.414,17500
"L3731",519,268.25,8828.192,9000
"L3732",664.2,123.05,4126.194,4250
"L3733",228.55,558.7,18233.806,18250
"L3734",692.55,94.7,3208.139,3250
"L3735",690.15,97.1,3285.858,3500
"L3736",695.45,91.8,3114.229,3250
"L3737",695.85,91.4,3101.276,3250
"L3738",692.75,94.5,3201.663,3250
"L3739",519.6,267.65,8808.762,9000
"L3740",223.85,563.4,18386.005,18500
"L3741",666.5,120.75,4051.714,4250
"L3742",692.35,94.9,3214.616,3250
"L3743",690.65,96.6,3269.667,3500
"L3744",176.15,611.1,19930.67,20000
"L3745",175.65,611.6,19946.861,20000
"L3746",229.05,558.2,18217.614,18250
"L3747",175.05,612.2,19966.291,20000
"L3748",521.6,265.65,8743.996,8750
"L3749",666.4,120.85,4054.952,4250
"L3750",692.75,94.5,3201.663,3250
"L3751",692.45,94.8,3211.377,3250
"L3752",665.9,121.35,4071.143,4250
